[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   19.85000      # minimum value of y-mesh points
     ymax =   20.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           1.98500E+01  2.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-200.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   1.9850E+01  -   2.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   5.5337E-16  0.1268
  -4.8750E+00  -4.7500E+00   5.0737E-16  0.1981
  -4.7500E+00  -4.6250E+00   5.5599E-16  0.1180
  -4.6250E+00  -4.5000E+00   5.4678E-16  0.0991
  -4.5000E+00  -4.3750E+00   5.6886E-16  0.1327
  -4.3750E+00  -4.2500E+00   5.2840E-16  0.0805
  -4.2500E+00  -4.1250E+00   6.6688E-16  0.0835
  -4.1250E+00  -4.0000E+00   7.5867E-16  0.1016
  -4.0000E+00  -3.8750E+00   7.0640E-16  0.0852
  -3.8750E+00  -3.7500E+00   7.2233E-16  0.1005
  -3.7500E+00  -3.6250E+00   7.8522E-16  0.1128
  -3.6250E+00  -3.5000E+00   7.2730E-16  0.0954
  -3.5000E+00  -3.3750E+00   7.6898E-16  0.0718
  -3.3750E+00  -3.2500E+00   1.1161E-15  0.0784
  -3.2500E+00  -3.1250E+00   1.0948E-15  0.0820
  -3.1250E+00  -3.0000E+00   1.0212E-15  0.0795
  -3.0000E+00  -2.8750E+00   1.0249E-15  0.0526
  -2.8750E+00  -2.7500E+00   1.0724E-15  0.0670
  -2.7500E+00  -2.6250E+00   1.1464E-15  0.0986
  -2.6250E+00  -2.5000E+00   1.1776E-15  0.0681
  -2.5000E+00  -2.3750E+00   1.3820E-15  0.0826
  -2.3750E+00  -2.2500E+00   1.5091E-15  0.1056
  -2.2500E+00  -2.1250E+00   1.6646E-15  0.0633
  -2.1250E+00  -2.0000E+00   1.7431E-15  0.0432
  -2.0000E+00  -1.8750E+00   2.2660E-15  0.0632
  -1.8750E+00  -1.7500E+00   2.3290E-15  0.0771
  -1.7500E+00  -1.6250E+00   3.1152E-15  0.0451
  -1.6250E+00  -1.5000E+00   3.4339E-15  0.0368
  -1.5000E+00  -1.3750E+00   5.4341E-15  0.0354
  -1.3750E+00  -1.2500E+00   7.2751E-15  0.0203
  -1.2500E+00  -1.1250E+00   1.3665E-14  0.0179
  -1.1250E+00  -1.0000E+00   2.9675E-14  0.0097
  -1.0000E+00  -8.7500E-01   4.7952E-14  0.0125
  -8.7500E-01  -7.5000E-01   6.8949E-14  0.0117
  -7.5000E-01  -6.2500E-01   9.1190E-14  0.0127
  -6.2500E-01  -5.0000E-01   1.1161E-13  0.0110
  -5.0000E-01  -3.7500E-01   1.2442E-13  0.0116
  -3.7500E-01  -2.5000E-01   1.2648E-13  0.0077
  -2.5000E-01  -1.2500E-01   1.2557E-13  0.0065
  -1.2500E-01   0.0000E+00   1.2809E-13  0.0077
   0.0000E+00   1.2500E-01   1.2922E-13  0.0085
   1.2500E-01   2.5000E-01   1.2682E-13  0.0072
   2.5000E-01   3.7500E-01   1.2553E-13  0.0115
   3.7500E-01   5.0000E-01   1.2141E-13  0.0081
   5.0000E-01   6.2500E-01   1.0968E-13  0.0082
   6.2500E-01   7.5000E-01   9.0463E-14  0.0076
   7.5000E-01   8.7500E-01   7.0714E-14  0.0100
   8.7500E-01   1.0000E+00   4.8241E-14  0.0135
   1.0000E+00   1.1250E+00   2.8185E-14  0.0169
   1.1250E+00   1.2500E+00   1.3795E-14  0.0293
   1.2500E+00   1.3750E+00   7.5986E-15  0.0172
   1.3750E+00   1.5000E+00   5.0472E-15  0.0304
   1.5000E+00   1.6250E+00   3.8984E-15  0.0703
