[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   1.350000      # minimum value of y-mesh points
     ymax =   1.650000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           1.35000E+00  1.65000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-15.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   1.3500E+00  -   1.6500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   2.3527E-16  0.1244
  -4.8750E+00  -4.7500E+00   1.9444E-16  0.1338
  -4.7500E+00  -4.6250E+00   2.1492E-16  0.1083
  -4.6250E+00  -4.5000E+00   1.8025E-16  0.1293
  -4.5000E+00  -4.3750E+00   1.6284E-16  0.0831
  -4.3750E+00  -4.2500E+00   2.0131E-16  0.1454
  -4.2500E+00  -4.1250E+00   2.2291E-16  0.0913
  -4.1250E+00  -4.0000E+00   2.4615E-16  0.1432
  -4.0000E+00  -3.8750E+00   2.6094E-16  0.1129
  -3.8750E+00  -3.7500E+00   2.4895E-16  0.0874
  -3.7500E+00  -3.6250E+00   2.8648E-16  0.0618
  -3.6250E+00  -3.5000E+00   3.1232E-16  0.1089
  -3.5000E+00  -3.3750E+00   3.7803E-16  0.1288
  -3.3750E+00  -3.2500E+00   3.1465E-16  0.0384
  -3.2500E+00  -3.1250E+00   3.4280E-16  0.0766
  -3.1250E+00  -3.0000E+00   3.9269E-16  0.0625
  -3.0000E+00  -2.8750E+00   4.0007E-16  0.0847
  -2.8750E+00  -2.7500E+00   4.1142E-16  0.0986
  -2.7500E+00  -2.6250E+00   5.2544E-16  0.0912
  -2.6250E+00  -2.5000E+00   5.4055E-16  0.0745
  -2.5000E+00  -2.3750E+00   6.4562E-16  0.0821
  -2.3750E+00  -2.2500E+00   7.1591E-16  0.0853
  -2.2500E+00  -2.1250E+00   7.9728E-16  0.0665
  -2.1250E+00  -2.0000E+00   9.5278E-16  0.0826
  -2.0000E+00  -1.8750E+00   1.0885E-15  0.0737
  -1.8750E+00  -1.7500E+00   1.4768E-15  0.0664
  -1.7500E+00  -1.6250E+00   1.8765E-15  0.0322
  -1.6250E+00  -1.5000E+00   2.9114E-15  0.0476
  -1.5000E+00  -1.3750E+00   4.1532E-15  0.0472
  -1.3750E+00  -1.2500E+00   6.7960E-15  0.0337
  -1.2500E+00  -1.1250E+00   1.2923E-14  0.0338
  -1.1250E+00  -1.0000E+00   2.5216E-14  0.0236
  -1.0000E+00  -8.7500E-01   6.9723E-14  0.0081
  -8.7500E-01  -7.5000E-01   1.4174E-13  0.0070
  -7.5000E-01  -6.2500E-01   2.2334E-13  0.0037
  -6.2500E-01  -5.0000E-01   3.0141E-13  0.0065
  -5.0000E-01  -3.7500E-01   3.7650E-13  0.0061
  -3.7500E-01  -2.5000E-01   4.2943E-13  0.0057
  -2.5000E-01  -1.2500E-01   4.4823E-13  0.0034
  -1.2500E-01   0.0000E+00   4.5443E-13  0.0035
   0.0000E+00   1.2500E-01   4.5627E-13  0.0048
   1.2500E-01   2.5000E-01   4.4634E-13  0.0048
   2.5000E-01   3.7500E-01   4.2802E-13  0.0037
   3.7500E-01   5.0000E-01   3.7753E-13  0.0026
   5.0000E-01   6.2500E-01   3.0202E-13  0.0050
   6.2500E-01   7.5000E-01   2.1928E-13  0.0041
   7.5000E-01   8.7500E-01   1.4185E-13  0.0097
   8.7500E-01   1.0000E+00   6.8699E-14  0.0182
   1.0000E+00   1.1250E+00   2.4677E-14  0.0255
   1.1250E+00   1.2500E+00   1.2049E-14  0.0226
   1.2500E+00   1.3750E+00   6.8086E-15  0.0347
   1.3750E+00   1.5000E+00   4.3065E-15  0.0417
   1.5000E+00   1.6250E+00   2.7605E-15  0.0515
