[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   4.850000      # minimum value of y-mesh points
     ymax =   5.150000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           4.85000E+00  5.15000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-50.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   4.8500E+00  -   5.1500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   2.7456E-16  0.0830
  -4.8750E+00  -4.7500E+00   3.2194E-16  0.0853
  -4.7500E+00  -4.6250E+00   4.6027E-16  0.0845
  -4.6250E+00  -4.5000E+00   4.7024E-16  0.1304
  -4.5000E+00  -4.3750E+00   3.2741E-16  0.0709
  -4.3750E+00  -4.2500E+00   3.7601E-16  0.0819
  -4.2500E+00  -4.1250E+00   3.8263E-16  0.1299
  -4.1250E+00  -4.0000E+00   4.4513E-16  0.1185
  -4.0000E+00  -3.8750E+00   5.4722E-16  0.0765
  -3.8750E+00  -3.7500E+00   4.9615E-16  0.0690
  -3.7500E+00  -3.6250E+00   5.5443E-16  0.0704
  -3.6250E+00  -3.5000E+00   7.0408E-16  0.1216
  -3.5000E+00  -3.3750E+00   6.5304E-16  0.0724
  -3.3750E+00  -3.2500E+00   7.3470E-16  0.0717
  -3.2500E+00  -3.1250E+00   7.4443E-16  0.0895
  -3.1250E+00  -3.0000E+00   8.7579E-16  0.0869
  -3.0000E+00  -2.8750E+00   9.4948E-16  0.0730
  -2.8750E+00  -2.7500E+00   1.0613E-15  0.0664
  -2.7500E+00  -2.6250E+00   1.0834E-15  0.0689
  -2.6250E+00  -2.5000E+00   1.1599E-15  0.0449
  -2.5000E+00  -2.3750E+00   1.2750E-15  0.0508
  -2.3750E+00  -2.2500E+00   1.5179E-15  0.0669
  -2.2500E+00  -2.1250E+00   1.7164E-15  0.0599
  -2.1250E+00  -2.0000E+00   1.8491E-15  0.0621
  -2.0000E+00  -1.8750E+00   2.0937E-15  0.0470
  -1.8750E+00  -1.7500E+00   2.7188E-15  0.0428
  -1.7500E+00  -1.6250E+00   3.5870E-15  0.0453
  -1.6250E+00  -1.5000E+00   4.3901E-15  0.0489
  -1.5000E+00  -1.3750E+00   6.2465E-15  0.0250
  -1.3750E+00  -1.2500E+00   9.3400E-15  0.0304
  -1.2500E+00  -1.1250E+00   1.5479E-14  0.0241
  -1.1250E+00  -1.0000E+00   3.0082E-14  0.0259
  -1.0000E+00  -8.7500E-01   7.2756E-14  0.0096
  -8.7500E-01  -7.5000E-01   1.2968E-13  0.0133
  -7.5000E-01  -6.2500E-01   1.9334E-13  0.0064
  -6.2500E-01  -5.0000E-01   2.5536E-13  0.0045
  -5.0000E-01  -3.7500E-01   3.0845E-13  0.0041
  -3.7500E-01  -2.5000E-01   3.4042E-13  0.0083
  -2.5000E-01  -1.2500E-01   3.5611E-13  0.0068
  -1.2500E-01   0.0000E+00   3.5801E-13  0.0054
   0.0000E+00   1.2500E-01   3.5722E-13  0.0052
   1.2500E-01   2.5000E-01   3.5645E-13  0.0055
   2.5000E-01   3.7500E-01   3.4306E-13  0.0056
   3.7500E-01   5.0000E-01   3.0754E-13  0.0047
   5.0000E-01   6.2500E-01   2.5231E-13  0.0058
   6.2500E-01   7.5000E-01   1.9187E-13  0.0087
   7.5000E-01   8.7500E-01   1.3000E-13  0.0081
   8.7500E-01   1.0000E+00   7.3606E-14  0.0120
   1.0000E+00   1.1250E+00   3.1906E-14  0.0141
   1.1250E+00   1.2500E+00   1.6155E-14  0.0282
   1.2500E+00   1.3750E+00   9.5600E-15  0.0241
   1.3750E+00   1.5000E+00   6.7412E-15  0.0410
   1.5000E+00   1.6250E+00   4.7520E-15  0.0373
