[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =      1          # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   19.85000      # minimum value of y-mesh points
     ymax =   20.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =      1          # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           1.98500E+01  2.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =     80          # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-y-water-200.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   1.9850E+01  -   2.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   3.0917E-15  0.0824
  -4.8750E+00  -4.7500E+00   4.3648E-15  0.0824
  -4.7500E+00  -4.6250E+00   4.2774E-15  0.1076
  -4.6250E+00  -4.5000E+00   4.1546E-15  0.0669
  -4.5000E+00  -4.3750E+00   4.3370E-15  0.1052
  -4.3750E+00  -4.2500E+00   4.4605E-15  0.0709
  -4.2500E+00  -4.1250E+00   4.6575E-15  0.1046
  -4.1250E+00  -4.0000E+00   5.6816E-15  0.0550
  -4.0000E+00  -3.8750E+00   5.0010E-15  0.1326
  -3.8750E+00  -3.7500E+00   6.1239E-15  0.0774
  -3.7500E+00  -3.6250E+00   5.8504E-15  0.0895
  -3.6250E+00  -3.5000E+00   6.3174E-15  0.0623
  -3.5000E+00  -3.3750E+00   6.9790E-15  0.0503
  -3.3750E+00  -3.2500E+00   7.5528E-15  0.0563
  -3.2500E+00  -3.1250E+00   7.0529E-15  0.0834
  -3.1250E+00  -3.0000E+00   7.6602E-15  0.0624
  -3.0000E+00  -2.8750E+00   8.3827E-15  0.0661
  -2.8750E+00  -2.7500E+00   8.0330E-15  0.0530
  -2.7500E+00  -2.6250E+00   9.5025E-15  0.0434
  -2.6250E+00  -2.5000E+00   9.8823E-15  0.0478
  -2.5000E+00  -2.3750E+00   1.0586E-14  0.0407
  -2.3750E+00  -2.2500E+00   1.2263E-14  0.0411
  -2.2500E+00  -2.1250E+00   1.4068E-14  0.0661
  -2.1250E+00  -2.0000E+00   1.6227E-14  0.0495
  -2.0000E+00  -1.8750E+00   2.0207E-14  0.0308
  -1.8750E+00  -1.7500E+00   2.5446E-14  0.0665
  -1.7500E+00  -1.6250E+00   3.4002E-14  0.0348
  -1.6250E+00  -1.5000E+00   4.9078E-14  0.0368
  -1.5000E+00  -1.3750E+00   8.4039E-14  0.0221
  -1.3750E+00  -1.2500E+00   2.0513E-13  0.0104
  -1.2500E+00  -1.1250E+00   3.4850E-13  0.0126
  -1.1250E+00  -1.0000E+00   4.0156E-13  0.0114
  -1.0000E+00  -8.7500E-01   4.2329E-13  0.0118
  -8.7500E-01  -7.5000E-01   4.4582E-13  0.0111
  -7.5000E-01  -6.2500E-01   4.4666E-13  0.0103
  -6.2500E-01  -5.0000E-01   4.4633E-13  0.0077
  -5.0000E-01  -3.7500E-01   4.4354E-13  0.0093
  -3.7500E-01  -2.5000E-01   4.5328E-13  0.0087
  -2.5000E-01  -1.2500E-01   4.5034E-13  0.0077
  -1.2500E-01   0.0000E+00   4.5071E-13  0.0087
   0.0000E+00   1.2500E-01   4.5646E-13  0.0100
   1.2500E-01   2.5000E-01   4.5202E-13  0.0069
   2.5000E-01   3.7500E-01   4.5346E-13  0.0070
   3.7500E-01   5.0000E-01   4.4840E-13  0.0090
   5.0000E-01   6.2500E-01   4.5148E-13  0.0068
   6.2500E-01   7.5000E-01   4.4233E-13  0.0060
   7.5000E-01   8.7500E-01   4.2945E-13  0.0081
   8.7500E-01   1.0000E+00   4.1465E-13  0.0092
   1.0000E+00   1.1250E+00   3.9533E-13  0.0112
   1.1250E+00   1.2500E+00   3.4913E-13  0.0105
   1.2500E+00   1.3750E+00   2.0083E-13  0.0096
   1.3750E+00   1.5000E+00   8.1769E-14  0.0128
   1.5000E+00   1.6250E+00   5.0747E-14  0.0156
