[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =      1          # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   9.850000      # minimum value of y-mesh points
     ymax =   10.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =      1          # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           9.85000E+00  1.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =     80          # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-y-water-100.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   9.8500E+00  -   1.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   3.5456E-15  0.0571
  -4.8750E+00  -4.7500E+00   3.6597E-15  0.0670
  -4.7500E+00  -4.6250E+00   4.0029E-15  0.0530
  -4.6250E+00  -4.5000E+00   4.1493E-15  0.0484
  -4.5000E+00  -4.3750E+00   4.3895E-15  0.0577
  -4.3750E+00  -4.2500E+00   4.2321E-15  0.0757
  -4.2500E+00  -4.1250E+00   4.9435E-15  0.0803
  -4.1250E+00  -4.0000E+00   5.3953E-15  0.0661
  -4.0000E+00  -3.8750E+00   5.4503E-15  0.0586
  -3.8750E+00  -3.7500E+00   6.0581E-15  0.0698
  -3.7500E+00  -3.6250E+00   6.7218E-15  0.0782
  -3.6250E+00  -3.5000E+00   6.8458E-15  0.0603
  -3.5000E+00  -3.3750E+00   6.8592E-15  0.0605
  -3.3750E+00  -3.2500E+00   7.1166E-15  0.0514
  -3.2500E+00  -3.1250E+00   7.7097E-15  0.0443
  -3.1250E+00  -3.0000E+00   8.1548E-15  0.0513
  -3.0000E+00  -2.8750E+00   9.2347E-15  0.0428
  -2.8750E+00  -2.7500E+00   1.0492E-14  0.0450
  -2.7500E+00  -2.6250E+00   1.1652E-14  0.0494
  -2.6250E+00  -2.5000E+00   1.1245E-14  0.0634
  -2.5000E+00  -2.3750E+00   1.3106E-14  0.0342
  -2.3750E+00  -2.2500E+00   1.4331E-14  0.0297
  -2.2500E+00  -2.1250E+00   1.6668E-14  0.0297
  -2.1250E+00  -2.0000E+00   2.0179E-14  0.0320
  -2.0000E+00  -1.8750E+00   2.3573E-14  0.0226
  -1.8750E+00  -1.7500E+00   2.8458E-14  0.0281
  -1.7500E+00  -1.6250E+00   3.7782E-14  0.0393
  -1.6250E+00  -1.5000E+00   5.2403E-14  0.0446
  -1.5000E+00  -1.3750E+00   8.2629E-14  0.0199
  -1.3750E+00  -1.2500E+00   1.4361E-13  0.0145
  -1.2500E+00  -1.1250E+00   3.7556E-13  0.0063
  -1.1250E+00  -1.0000E+00   7.0292E-13  0.0074
  -1.0000E+00  -8.7500E-01   7.8251E-13  0.0072
  -8.7500E-01  -7.5000E-01   8.4730E-13  0.0075
  -7.5000E-01  -6.2500E-01   8.6442E-13  0.0063
  -6.2500E-01  -5.0000E-01   8.7502E-13  0.0062
  -5.0000E-01  -3.7500E-01   8.6794E-13  0.0080
  -3.7500E-01  -2.5000E-01   8.8357E-13  0.0068
  -2.5000E-01  -1.2500E-01   8.9010E-13  0.0067
  -1.2500E-01   0.0000E+00   8.8963E-13  0.0058
   0.0000E+00   1.2500E-01   8.9586E-13  0.0053
   1.2500E-01   2.5000E-01   8.8559E-13  0.0104
   2.5000E-01   3.7500E-01   8.8484E-13  0.0083
   3.7500E-01   5.0000E-01   8.7959E-13  0.0057
   5.0000E-01   6.2500E-01   8.7077E-13  0.0043
   6.2500E-01   7.5000E-01   8.6184E-13  0.0065
   7.5000E-01   8.7500E-01   8.4106E-13  0.0082
   8.7500E-01   1.0000E+00   7.8525E-13  0.0107
   1.0000E+00   1.1250E+00   6.9823E-13  0.0088
   1.1250E+00   1.2500E+00   3.7634E-13  0.0123
   1.2500E+00   1.3750E+00   1.4325E-13  0.0147
   1.3750E+00   1.5000E+00   8.1437E-14  0.0174
   1.5000E+00   1.6250E+00   5.5542E-14  0.0362
