[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   4.850000      # minimum value of y-mesh points
     ymax =   5.150000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           4.85000E+00  5.15000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-50.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   4.8500E+00  -   5.1500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   3.1985E-16  0.1043
  -4.8750E+00  -4.7500E+00   3.1474E-16  0.0719
  -4.7500E+00  -4.6250E+00   3.8519E-16  0.0904
  -4.6250E+00  -4.5000E+00   4.2105E-16  0.0957
  -4.5000E+00  -4.3750E+00   4.3555E-16  0.0685
  -4.3750E+00  -4.2500E+00   3.2941E-16  0.1078
  -4.2500E+00  -4.1250E+00   4.1993E-16  0.1022
  -4.1250E+00  -4.0000E+00   4.5263E-16  0.1281
  -4.0000E+00  -3.8750E+00   4.8359E-16  0.0605
  -3.8750E+00  -3.7500E+00   5.1800E-16  0.1108
  -3.7500E+00  -3.6250E+00   6.2754E-16  0.0922
  -3.6250E+00  -3.5000E+00   6.3767E-16  0.0849
  -3.5000E+00  -3.3750E+00   6.9223E-16  0.0626
  -3.3750E+00  -3.2500E+00   7.2942E-16  0.1000
  -3.2500E+00  -3.1250E+00   8.6090E-16  0.0551
  -3.1250E+00  -3.0000E+00   8.6073E-16  0.0880
  -3.0000E+00  -2.8750E+00   9.8051E-16  0.0750
  -2.8750E+00  -2.7500E+00   1.0866E-15  0.0491
  -2.7500E+00  -2.6250E+00   1.0631E-15  0.0499
  -2.6250E+00  -2.5000E+00   1.1723E-15  0.0590
  -2.5000E+00  -2.3750E+00   1.3808E-15  0.0556
  -2.3750E+00  -2.2500E+00   1.4746E-15  0.0597
  -2.2500E+00  -2.1250E+00   1.7751E-15  0.0523
  -2.1250E+00  -2.0000E+00   1.9463E-15  0.0468
  -2.0000E+00  -1.8750E+00   2.4722E-15  0.0434
  -1.8750E+00  -1.7500E+00   2.9469E-15  0.0411
  -1.7500E+00  -1.6250E+00   3.8369E-15  0.0307
  -1.6250E+00  -1.5000E+00   5.4157E-15  0.0455
  -1.5000E+00  -1.3750E+00   7.9586E-15  0.0261
  -1.3750E+00  -1.2500E+00   1.2909E-14  0.0250
  -1.2500E+00  -1.1250E+00   2.6751E-14  0.0264
  -1.1250E+00  -1.0000E+00   6.1528E-14  0.0100
  -1.0000E+00  -8.7500E-01   1.0206E-13  0.0093
  -8.7500E-01  -7.5000E-01   1.4854E-13  0.0094
  -7.5000E-01  -6.2500E-01   1.9073E-13  0.0057
  -6.2500E-01  -5.0000E-01   2.2757E-13  0.0053
  -5.0000E-01  -3.7500E-01   2.4536E-13  0.0081
  -3.7500E-01  -2.5000E-01   2.5203E-13  0.0094
  -2.5000E-01  -1.2500E-01   2.5974E-13  0.0046
  -1.2500E-01   0.0000E+00   2.5874E-13  0.0081
   0.0000E+00   1.2500E-01   2.5718E-13  0.0043
   1.2500E-01   2.5000E-01   2.5867E-13  0.0064
   2.5000E-01   3.7500E-01   2.5305E-13  0.0064
   3.7500E-01   5.0000E-01   2.4738E-13  0.0057
   5.0000E-01   6.2500E-01   2.2418E-13  0.0081
   6.2500E-01   7.5000E-01   1.8877E-13  0.0095
   7.5000E-01   8.7500E-01   1.4650E-13  0.0097
   8.7500E-01   1.0000E+00   1.0344E-13  0.0117
   1.0000E+00   1.1250E+00   6.1636E-14  0.0132
   1.1250E+00   1.2500E+00   2.8314E-14  0.0165
   1.2500E+00   1.3750E+00   1.3881E-14  0.0257
   1.3750E+00   1.5000E+00   8.3434E-15  0.0260
   1.5000E+00   1.6250E+00   5.6812E-15  0.0487
