[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   29.85000      # minimum value of y-mesh points
     ymax =   30.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           2.98500E+01  3.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-300.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   2.9850E+01  -   3.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   3.2147E-16  0.1487
  -4.8750E+00  -4.7500E+00   2.5836E-16  0.1806
  -4.7500E+00  -4.6250E+00   4.1840E-16  0.1205
  -4.6250E+00  -4.5000E+00   2.2299E-15  0.8573
  -4.5000E+00  -4.3750E+00   3.1535E-16  0.1420
  -4.3750E+00  -4.2500E+00   3.5661E-16  0.1329
  -4.2500E+00  -4.1250E+00   4.3791E-16  0.1968
  -4.1250E+00  -4.0000E+00   2.1952E-15  0.8216
  -4.0000E+00  -3.8750E+00   4.4344E-16  0.2620
  -3.8750E+00  -3.7500E+00   2.8403E-16  0.1404
  -3.7500E+00  -3.6250E+00   3.9730E-16  0.1476
  -3.6250E+00  -3.5000E+00   4.2803E-16  0.2093
  -3.5000E+00  -3.3750E+00   5.2167E-16  0.1894
  -3.3750E+00  -3.2500E+00   4.4384E-16  0.1608
  -3.2500E+00  -3.1250E+00   4.1942E-16  0.1190
  -3.1250E+00  -3.0000E+00   5.3382E-16  0.1312
  -3.0000E+00  -2.8750E+00   5.7723E-16  0.0945
  -2.8750E+00  -2.7500E+00   6.1973E-16  0.0653
  -2.7500E+00  -2.6250E+00   1.2748E-15  0.5052
  -2.6250E+00  -2.5000E+00   7.2389E-16  0.1264
  -2.5000E+00  -2.3750E+00   7.7370E-16  0.1143
  -2.3750E+00  -2.2500E+00   8.4462E-16  0.1431
  -2.2500E+00  -2.1250E+00   1.0462E-15  0.1075
  -2.1250E+00  -2.0000E+00   1.1399E-15  0.0862
  -2.0000E+00  -1.8750E+00   1.2838E-15  0.0862
  -1.8750E+00  -1.7500E+00   1.5810E-15  0.0734
  -1.7500E+00  -1.6250E+00   2.2744E-15  0.0546
  -1.6250E+00  -1.5000E+00   3.1625E-15  0.0469
  -1.5000E+00  -1.3750E+00   5.6730E-15  0.0491
  -1.3750E+00  -1.2500E+00   1.0966E-14  0.0285
  -1.2500E+00  -1.1250E+00   1.6899E-14  0.0347
  -1.1250E+00  -1.0000E+00   2.2868E-14  0.0125
  -1.0000E+00  -8.7500E-01   2.9230E-14  0.0116
  -8.7500E-01  -7.5000E-01   3.4344E-14  0.0086
  -7.5000E-01  -6.2500E-01   3.6331E-14  0.0092
  -6.2500E-01  -5.0000E-01   3.7851E-14  0.0200
  -5.0000E-01  -3.7500E-01   4.0997E-14  0.0435
  -3.7500E-01  -2.5000E-01   4.1492E-14  0.0526
  -2.5000E-01  -1.2500E-01   3.9579E-14  0.0142
  -1.2500E-01   0.0000E+00   3.9487E-14  0.0114
   0.0000E+00   1.2500E-01   3.9742E-14  0.0072
   1.2500E-01   2.5000E-01   3.8862E-14  0.0206
   2.5000E-01   3.7500E-01   3.9724E-14  0.0173
   3.7500E-01   5.0000E-01   3.9112E-14  0.0154
   5.0000E-01   6.2500E-01   3.7531E-14  0.0178
   6.2500E-01   7.5000E-01   3.7237E-14  0.0182
   7.5000E-01   8.7500E-01   3.3305E-14  0.0117
   8.7500E-01   1.0000E+00   2.9088E-14  0.0147
   1.0000E+00   1.1250E+00   2.3954E-14  0.0727
   1.1250E+00   1.2500E+00   1.6505E-14  0.0244
   1.2500E+00   1.3750E+00   1.0836E-14  0.0347
   1.3750E+00   1.5000E+00   6.0832E-15  0.0281
   1.5000E+00   1.6250E+00   3.4883E-15  0.0392
