[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   19.85000      # minimum value of y-mesh points
     ymax =   20.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           1.98500E+01  2.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-200.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   1.9850E+01  -   2.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   4.2678E-16  0.1033
  -4.8750E+00  -4.7500E+00   4.2136E-16  0.1043
  -4.7500E+00  -4.6250E+00   6.3264E-16  0.0541
  -4.6250E+00  -4.5000E+00   5.6840E-16  0.0720
  -4.5000E+00  -4.3750E+00   5.5047E-16  0.1247
  -4.3750E+00  -4.2500E+00   5.8548E-16  0.1224
  -4.2500E+00  -4.1250E+00   5.4146E-16  0.0889
  -4.1250E+00  -4.0000E+00   7.5955E-16  0.0777
  -4.0000E+00  -3.8750E+00   8.2674E-16  0.0777
  -3.8750E+00  -3.7500E+00   8.1594E-16  0.0695
  -3.7500E+00  -3.6250E+00   7.5727E-16  0.0886
  -3.6250E+00  -3.5000E+00   7.2919E-16  0.1113
  -3.5000E+00  -3.3750E+00   7.7799E-16  0.0494
  -3.3750E+00  -3.2500E+00   9.6130E-16  0.0960
  -3.2500E+00  -3.1250E+00   8.0784E-16  0.0879
  -3.1250E+00  -3.0000E+00   1.0613E-15  0.0895
  -3.0000E+00  -2.8750E+00   1.1116E-15  0.0954
  -2.8750E+00  -2.7500E+00   1.0334E-15  0.0754
  -2.7500E+00  -2.6250E+00   1.2019E-15  0.0605
  -2.6250E+00  -2.5000E+00   1.2693E-15  0.0793
  -2.5000E+00  -2.3750E+00   1.2402E-15  0.0665
  -2.3750E+00  -2.2500E+00   1.6595E-15  0.0957
  -2.2500E+00  -2.1250E+00   1.4673E-15  0.0447
  -2.1250E+00  -2.0000E+00   1.6618E-15  0.0694
  -2.0000E+00  -1.8750E+00   1.5515E-15  0.0830
  -1.8750E+00  -1.7500E+00   2.0972E-15  0.0405
  -1.7500E+00  -1.6250E+00   2.2476E-15  0.0560
  -1.6250E+00  -1.5000E+00   2.5747E-15  0.0560
  -1.5000E+00  -1.3750E+00   3.1893E-15  0.0352
  -1.3750E+00  -1.2500E+00   4.3183E-15  0.0415
  -1.2500E+00  -1.1250E+00   6.0157E-15  0.0447
  -1.1250E+00  -1.0000E+00   7.6463E-15  0.0324
  -1.0000E+00  -8.7500E-01   1.1662E-14  0.0256
  -8.7500E-01  -7.5000E-01   1.9018E-14  0.0192
  -7.5000E-01  -6.2500E-01   3.4297E-14  0.0137
  -6.2500E-01  -5.0000E-01   7.3136E-14  0.0096
  -5.0000E-01  -3.7500E-01   1.8726E-13  0.0077
  -3.7500E-01  -2.5000E-01   3.3153E-13  0.0064
  -2.5000E-01  -1.2500E-01   4.1083E-13  0.0038
  -1.2500E-01   0.0000E+00   4.2936E-13  0.0047
   0.0000E+00   1.2500E-01   4.3038E-13  0.0055
   1.2500E-01   2.5000E-01   4.0792E-13  0.0031
   2.5000E-01   3.7500E-01   3.3184E-13  0.0026
   3.7500E-01   5.0000E-01   1.8718E-13  0.0043
   5.0000E-01   6.2500E-01   7.2846E-14  0.0141
   6.2500E-01   7.5000E-01   3.2369E-14  0.0206
   7.5000E-01   8.7500E-01   1.8420E-14  0.0235
   8.7500E-01   1.0000E+00   1.1156E-14  0.0287
   1.0000E+00   1.1250E+00   7.6711E-15  0.0334
   1.1250E+00   1.2500E+00   5.1661E-15  0.0374
   1.2500E+00   1.3750E+00   4.1903E-15  0.0539
   1.3750E+00   1.5000E+00   3.1718E-15  0.0669
   1.5000E+00   1.6250E+00   2.4297E-15  0.0590
   1.6250E+00   1.7500E+00   2.3701E-15  0.0422
   1.7500E+00   1.8750E+00   2.1242E-15  0.0369
   1.8750E+00   2.0000E+00   1.9221E-15  0.1011
   2.0000E+00   2.1250E+00   1.5268E-15  0.0992
   2.1250E+00   2.2500E+00   1.5471E-15  0.0689
   2.2500E+00   2.3750E+00   1.3892E-15  0.0857
   2.3750E+00   2.5000E+00   1.3828E-15  0.0432
   2.5000E+00   2.6250E+00   1.2713E-15  0.0887
   2.6250E+00   2.7500E+00   1.1887E-15  0.0764
   2.7500E+00   2.8750E+00   1.0573E-15  0.0636
   2.8750E+00   3.0000E+00   9.4522E-16  0.0913
   3.0000E+00   3.1250E+00   9.4196E-16  0.0608
   3.1250E+00   3.2500E+00   9.4948E-16  0.0907
   3.2500E+00   3.3750E+00   8.5518E-16  0.0933
   3.3750E+00   3.5000E+00   8.4106E-16  0.1013
   3.5000E+00   3.6250E+00   8.9567E-16  0.0810
   3.6250E+00   3.7500E+00   7.9669E-16  0.0714
   3.7500E+00   3.8750E+00   6.4085E-16  0.0755
   3.8750E+00   4.0000E+00   7.2100E-16  0.1455
   4.0000E+00   4.1250E+00   5.7217E-16  0.1501
   4.1250E+00   4.2500E+00   5.5445E-16  0.1139
   4.2500E+00   4.3750E+00   6.8979E-16  0.0817
   4.3750E+00   4.5000E+00   7.0113E-16  0.1006
   4.5000E+00   4.6250E+00   5.1267E-16  0.0630
   4.6250E+00   4.7500E+00   4.6182E-16  0.1288
   4.7500E+00   4.8750E+00   5.1423E-16  0.1105
   4.8750E+00   5.0000E+00   5.0757E-16  0.1141

'no. =  1,  ix =  1,  iy =  1'
msuc: {\huge [t-deposit: icntl=0]}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.02}
wt: s(0.7)
\vspace{-3}
  xmin  &=&  -2.5000E-01 [cm]
  xmax  &=&   2.5000E-01 [cm]
  ymin  &=&   1.9850E+01 [cm]
  ymax  &=&   2.0150E+01 [cm]
e:
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  1 # 1:Batch variance, 2:History variance
# resc2  = 7.34884522270773459E+01 # Total source weight or Total source weight / maxcas
# resc3  = 1.00000000000000000E+01 # Total history number or Total batch number
# maxcas =     5000000 # History / Batch, only used for istdev=1
# rijklst= 105815716415641.0 # Next initial random number
