[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   29.85000      # minimum value of y-mesh points
     ymax =   30.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           2.98500E+01  3.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-300.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   2.9850E+01  -   3.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   2.4631E-16  0.1693
  -4.8750E+00  -4.7500E+00   3.6166E-16  0.1193
  -4.7500E+00  -4.6250E+00   2.0858E-16  0.1326
  -4.6250E+00  -4.5000E+00   2.5956E-16  0.1839
  -4.5000E+00  -4.3750E+00   3.2226E-16  0.1155
  -4.3750E+00  -4.2500E+00   2.2236E-15  0.7963
  -4.2500E+00  -4.1250E+00   4.0086E-16  0.1142
  -4.1250E+00  -4.0000E+00   3.9582E-16  0.1196
  -4.0000E+00  -3.8750E+00   4.6631E-16  0.0626
  -3.8750E+00  -3.7500E+00   3.7565E-16  0.1516
  -3.7500E+00  -3.6250E+00   3.8121E-16  0.1021
  -3.6250E+00  -3.5000E+00   4.5333E-16  0.1317
  -3.5000E+00  -3.3750E+00   3.9282E-16  0.1988
  -3.3750E+00  -3.2500E+00   4.5784E-16  0.1568
  -3.2500E+00  -3.1250E+00   5.2760E-16  0.1152
  -3.1250E+00  -3.0000E+00   5.0607E-16  0.1448
  -3.0000E+00  -2.8750E+00   4.5789E-16  0.0720
  -2.8750E+00  -2.7500E+00   5.4626E-16  0.2224
  -2.7500E+00  -2.6250E+00   5.7961E-16  0.1211
  -2.6250E+00  -2.5000E+00   4.6960E-16  0.0695
  -2.5000E+00  -2.3750E+00   6.6290E-16  0.1383
  -2.3750E+00  -2.2500E+00   7.6233E-16  0.0652
  -2.2500E+00  -2.1250E+00   7.4779E-16  0.1127
  -2.1250E+00  -2.0000E+00   7.4609E-16  0.0869
  -2.0000E+00  -1.8750E+00   9.1380E-16  0.1106
  -1.8750E+00  -1.7500E+00   1.0466E-15  0.1060
  -1.7500E+00  -1.6250E+00   1.2649E-15  0.0645
  -1.6250E+00  -1.5000E+00   1.4137E-15  0.0822
  -1.5000E+00  -1.3750E+00   2.3452E-15  0.2949
  -1.3750E+00  -1.2500E+00   2.2350E-15  0.0634
  -1.2500E+00  -1.1250E+00   2.8583E-15  0.0511
  -1.1250E+00  -1.0000E+00   3.9736E-15  0.0432
  -1.0000E+00  -8.7500E-01   6.5519E-15  0.0305
  -8.7500E-01  -7.5000E-01   1.1016E-14  0.0233
  -7.5000E-01  -6.2500E-01   2.2136E-14  0.0852
  -6.2500E-01  -5.0000E-01   4.9120E-14  0.0342
  -5.0000E-01  -3.7500E-01   1.0306E-13  0.0104
  -3.7500E-01  -2.5000E-01   1.5616E-13  0.0049
  -2.5000E-01  -1.2500E-01   1.8029E-13  0.0106
  -1.2500E-01   0.0000E+00   1.8525E-13  0.0052
   0.0000E+00   1.2500E-01   1.8560E-13  0.0127
   1.2500E-01   2.5000E-01   1.7990E-13  0.0130
   2.5000E-01   3.7500E-01   1.5612E-13  0.0087
   3.7500E-01   5.0000E-01   1.0430E-13  0.0144
   5.0000E-01   6.2500E-01   4.9115E-14  0.0182
   6.2500E-01   7.5000E-01   2.1228E-14  0.0204
   7.5000E-01   8.7500E-01   1.1306E-14  0.0342
   8.7500E-01   1.0000E+00   6.6634E-15  0.0387
   1.0000E+00   1.1250E+00   4.4840E-15  0.0556
   1.1250E+00   1.2500E+00   3.1347E-15  0.0720
   1.2500E+00   1.3750E+00   2.4068E-15  0.0814
   1.3750E+00   1.5000E+00   1.7494E-15  0.0695
   1.5000E+00   1.6250E+00   1.3487E-15  0.0762
