[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   4.850000      # minimum value of y-mesh points
     ymax =   5.150000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           4.85000E+00  5.15000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-50.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   4.8500E+00  -   5.1500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   3.1258E-16  0.0738
  -4.8750E+00  -4.7500E+00   3.0709E-16  0.0961
  -4.7500E+00  -4.6250E+00   3.3112E-16  0.0520
  -4.6250E+00  -4.5000E+00   3.1202E-16  0.0909
  -4.5000E+00  -4.3750E+00   3.6513E-16  0.1513
  -4.3750E+00  -4.2500E+00   4.3348E-16  0.0791
  -4.2500E+00  -4.1250E+00   4.1666E-16  0.1107
  -4.1250E+00  -4.0000E+00   4.2695E-16  0.0960
  -4.0000E+00  -3.8750E+00   4.8748E-16  0.0918
  -3.8750E+00  -3.7500E+00   5.0001E-16  0.0581
  -3.7500E+00  -3.6250E+00   5.5963E-16  0.0731
  -3.6250E+00  -3.5000E+00   5.2397E-16  0.0842
  -3.5000E+00  -3.3750E+00   5.9558E-16  0.0765
  -3.3750E+00  -3.2500E+00   8.3221E-16  0.0795
  -3.2500E+00  -3.1250E+00   7.3372E-16  0.0713
  -3.1250E+00  -3.0000E+00   8.9697E-16  0.0578
  -3.0000E+00  -2.8750E+00   7.8442E-16  0.0355
  -2.8750E+00  -2.7500E+00   9.6697E-16  0.0921
  -2.7500E+00  -2.6250E+00   1.0918E-15  0.0685
  -2.6250E+00  -2.5000E+00   1.1699E-15  0.0463
  -2.5000E+00  -2.3750E+00   1.3612E-15  0.0557
  -2.3750E+00  -2.2500E+00   1.3734E-15  0.0624
  -2.2500E+00  -2.1250E+00   1.5148E-15  0.0418
  -2.1250E+00  -2.0000E+00   1.6899E-15  0.0575
  -2.0000E+00  -1.8750E+00   2.2881E-15  0.0531
  -1.8750E+00  -1.7500E+00   2.5237E-15  0.0434
  -1.7500E+00  -1.6250E+00   2.5991E-15  0.0374
  -1.6250E+00  -1.5000E+00   3.4108E-15  0.0427
  -1.5000E+00  -1.3750E+00   4.3479E-15  0.0474
  -1.3750E+00  -1.2500E+00   5.4536E-15  0.0351
  -1.2500E+00  -1.1250E+00   7.6368E-15  0.0440
  -1.1250E+00  -1.0000E+00   1.0801E-14  0.0268
  -1.0000E+00  -8.7500E-01   1.7391E-14  0.0229
  -8.7500E-01  -7.5000E-01   2.7916E-14  0.0231
  -7.5000E-01  -6.2500E-01   4.9866E-14  0.0174
  -6.2500E-01  -5.0000E-01   1.0278E-13  0.0086
  -5.0000E-01  -3.7500E-01   3.0193E-13  0.0072
  -3.7500E-01  -2.5000E-01   7.2043E-13  0.0027
  -2.5000E-01  -1.2500E-01   1.0769E-12  0.0043
  -1.2500E-01   0.0000E+00   1.1941E-12  0.0045
   0.0000E+00   1.2500E-01   1.1953E-12  0.0033
   1.2500E-01   2.5000E-01   1.0766E-12  0.0035
   2.5000E-01   3.7500E-01   7.1997E-13  0.0040
   3.7500E-01   5.0000E-01   3.0275E-13  0.0052
   5.0000E-01   6.2500E-01   1.0395E-13  0.0096
   6.2500E-01   7.5000E-01   5.1801E-14  0.0161
   7.5000E-01   8.7500E-01   2.9826E-14  0.0168
   8.7500E-01   1.0000E+00   1.7694E-14  0.0257
   1.0000E+00   1.1250E+00   1.1541E-14  0.0219
   1.1250E+00   1.2500E+00   7.9663E-15  0.0370
   1.2500E+00   1.3750E+00   6.1160E-15  0.0412
   1.3750E+00   1.5000E+00   4.6145E-15  0.0415
   1.5000E+00   1.6250E+00   3.6349E-15  0.0386
