[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   9.850000      # minimum value of y-mesh points
     ymax =   10.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           9.85000E+00  1.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-100.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   9.8500E+00  -   1.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   4.8546E-16  0.1128
  -4.8750E+00  -4.7500E+00   5.2958E-16  0.1081
  -4.7500E+00  -4.6250E+00   5.4092E-16  0.1038
  -4.6250E+00  -4.5000E+00   6.0729E-16  0.0695
  -4.5000E+00  -4.3750E+00   5.3035E-16  0.0943
  -4.3750E+00  -4.2500E+00   5.2821E-16  0.0954
  -4.2500E+00  -4.1250E+00   6.1991E-16  0.0711
  -4.1250E+00  -4.0000E+00   5.7100E-16  0.0996
  -4.0000E+00  -3.8750E+00   7.4078E-16  0.0756
  -3.8750E+00  -3.7500E+00   6.7308E-16  0.1099
  -3.7500E+00  -3.6250E+00   7.5151E-16  0.0885
  -3.6250E+00  -3.5000E+00   7.6936E-16  0.0714
  -3.5000E+00  -3.3750E+00   1.0125E-15  0.0716
  -3.3750E+00  -3.2500E+00   9.9809E-16  0.0606
  -3.2500E+00  -3.1250E+00   1.0542E-15  0.0498
  -3.1250E+00  -3.0000E+00   1.2009E-15  0.0788
  -3.0000E+00  -2.8750E+00   1.1783E-15  0.0531
  -2.8750E+00  -2.7500E+00   1.4309E-15  0.0380
  -2.7500E+00  -2.6250E+00   1.3850E-15  0.0878
  -2.6250E+00  -2.5000E+00   1.5672E-15  0.0680
  -2.5000E+00  -2.3750E+00   1.5675E-15  0.0427
  -2.3750E+00  -2.2500E+00   1.8033E-15  0.0478
  -2.2500E+00  -2.1250E+00   1.7925E-15  0.0467
  -2.1250E+00  -2.0000E+00   2.0444E-15  0.0772
  -2.0000E+00  -1.8750E+00   2.2897E-15  0.0509
  -1.8750E+00  -1.7500E+00   2.6978E-15  0.0536
  -1.7500E+00  -1.6250E+00   3.2446E-15  0.0537
  -1.6250E+00  -1.5000E+00   3.8002E-15  0.0396
  -1.5000E+00  -1.3750E+00   4.4331E-15  0.0361
  -1.3750E+00  -1.2500E+00   5.9654E-15  0.0321
  -1.2500E+00  -1.1250E+00   7.7263E-15  0.0445
  -1.1250E+00  -1.0000E+00   1.0410E-14  0.0220
  -1.0000E+00  -8.7500E-01   1.5628E-14  0.0307
  -8.7500E-01  -7.5000E-01   2.5174E-14  0.0284
  -7.5000E-01  -6.2500E-01   4.3279E-14  0.0132
  -6.2500E-01  -5.0000E-01   8.9974E-14  0.0080
  -5.0000E-01  -3.7500E-01   2.6099E-13  0.0039
  -3.7500E-01  -2.5000E-01   5.5703E-13  0.0044
  -2.5000E-01  -1.2500E-01   7.7104E-13  0.0028
  -1.2500E-01   0.0000E+00   8.3722E-13  0.0037
   0.0000E+00   1.2500E-01   8.3690E-13  0.0040
   1.2500E-01   2.5000E-01   7.7152E-13  0.0032
   2.5000E-01   3.7500E-01   5.5945E-13  0.0035
   3.7500E-01   5.0000E-01   2.6064E-13  0.0065
   5.0000E-01   6.2500E-01   9.0000E-14  0.0074
   6.2500E-01   7.5000E-01   4.4184E-14  0.0176
   7.5000E-01   8.7500E-01   2.5396E-14  0.0245
   8.7500E-01   1.0000E+00   1.5649E-14  0.0209
   1.0000E+00   1.1250E+00   1.0752E-14  0.0257
   1.1250E+00   1.2500E+00   7.3885E-15  0.0237
   1.2500E+00   1.3750E+00   5.7857E-15  0.0291
   1.3750E+00   1.5000E+00   4.5075E-15  0.0477
   1.5000E+00   1.6250E+00   3.5929E-15  0.0556
   1.6250E+00   1.7500E+00   3.1888E-15  0.0531
   1.7500E+00   1.8750E+00   2.6594E-15  0.0490
   1.8750E+00   2.0000E+00   2.3053E-15  0.0428
   2.0000E+00   2.1250E+00   1.9562E-15  0.0705
   2.1250E+00   2.2500E+00   1.8624E-15  0.0750
   2.2500E+00   2.3750E+00   1.8997E-15  0.0375
   2.3750E+00   2.5000E+00   1.7869E-15  0.0474
   2.5000E+00   2.6250E+00   1.4110E-15  0.0616
   2.6250E+00   2.7500E+00   1.3413E-15  0.0718
   2.7500E+00   2.8750E+00   1.1832E-15  0.0588
   2.8750E+00   3.0000E+00   1.1270E-15  0.0796
   3.0000E+00   3.1250E+00   1.0843E-15  0.0764
   3.1250E+00   3.2500E+00   9.7652E-16  0.0568
   3.2500E+00   3.3750E+00   1.0268E-15  0.0650
   3.3750E+00   3.5000E+00   8.4643E-16  0.0735
   3.5000E+00   3.6250E+00   9.6368E-16  0.0881
   3.6250E+00   3.7500E+00   8.8766E-16  0.0758
   3.7500E+00   3.8750E+00   8.4922E-16  0.0820
   3.8750E+00   4.0000E+00   7.8348E-16  0.0761
   4.0000E+00   4.1250E+00   6.7522E-16  0.0735
   4.1250E+00   4.2500E+00   6.1981E-16  0.0880
   4.2500E+00   4.3750E+00   5.7853E-16  0.1016
   4.3750E+00   4.5000E+00   4.9053E-16  0.0786
   4.5000E+00   4.6250E+00   5.1847E-16  0.0776
   4.6250E+00   4.7500E+00   4.7565E-16  0.1329
   4.7500E+00   4.8750E+00   4.7408E-16  0.0870
   4.8750E+00   5.0000E+00   4.6322E-16  0.1042

'no. =  1,  ix =  1,  iy =  1'
msuc: {\huge [t-deposit: icntl=0]}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.02}
wt: s(0.7)
\vspace{-3}
  xmin  &=&  -2.5000E-01 [cm]
  xmax  &=&   2.5000E-01 [cm]
  ymin  &=&   9.8500E+00 [cm]
  ymax  &=&   1.0150E+01 [cm]
e:
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  1 # 1:Batch variance, 2:History variance
# resc2  = 7.34884522270773459E+01 # Total source weight or Total source weight / maxcas
# resc3  = 1.00000000000000000E+01 # Total history number or Total batch number
# maxcas =     5000000 # History / Batch, only used for istdev=1
# rijklst= 105815716415641.0 # Next initial random number
