[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   1.350000      # minimum value of y-mesh points
     ymax =   1.650000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           1.35000E+00  1.65000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-15.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   1.3500E+00  -   1.6500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   2.0283E-16  0.1102
  -4.8750E+00  -4.7500E+00   1.9413E-16  0.1304
  -4.7500E+00  -4.6250E+00   2.0385E-16  0.1192
  -4.6250E+00  -4.5000E+00   1.9277E-16  0.1443
  -4.5000E+00  -4.3750E+00   2.0831E-16  0.0991
  -4.3750E+00  -4.2500E+00   2.4631E-16  0.1110
  -4.2500E+00  -4.1250E+00   2.0926E-16  0.0834
  -4.1250E+00  -4.0000E+00   2.7330E-16  0.1252
  -4.0000E+00  -3.8750E+00   2.7704E-16  0.0873
  -3.8750E+00  -3.7500E+00   2.5886E-16  0.1025
  -3.7500E+00  -3.6250E+00   2.9754E-16  0.0514
  -3.6250E+00  -3.5000E+00   2.5893E-16  0.0726
  -3.5000E+00  -3.3750E+00   3.0569E-16  0.1008
  -3.3750E+00  -3.2500E+00   3.1809E-16  0.1201
  -3.2500E+00  -3.1250E+00   3.7181E-16  0.0902
  -3.1250E+00  -3.0000E+00   3.8528E-16  0.0917
  -3.0000E+00  -2.8750E+00   4.2493E-16  0.0608
  -2.8750E+00  -2.7500E+00   4.4633E-16  0.0801
  -2.7500E+00  -2.6250E+00   5.7350E-16  0.0953
  -2.6250E+00  -2.5000E+00   5.9991E-16  0.1027
  -2.5000E+00  -2.3750E+00   6.8125E-16  0.0912
  -2.3750E+00  -2.2500E+00   7.8380E-16  0.0824
  -2.2500E+00  -2.1250E+00   9.8749E-16  0.0669
  -2.1250E+00  -2.0000E+00   1.2009E-15  0.0595
  -2.0000E+00  -1.8750E+00   1.6123E-15  0.0897
  -1.8750E+00  -1.7500E+00   2.6911E-15  0.0523
  -1.7500E+00  -1.6250E+00   4.0100E-15  0.0563
  -1.6250E+00  -1.5000E+00   7.1647E-15  0.0329
  -1.5000E+00  -1.3750E+00   1.6983E-14  0.0214
  -1.3750E+00  -1.2500E+00   4.1359E-14  0.0112
  -1.2500E+00  -1.1250E+00   6.8528E-14  0.0109
  -1.1250E+00  -1.0000E+00   9.9273E-14  0.0092
  -1.0000E+00  -8.7500E-01   1.2951E-13  0.0064
  -8.7500E-01  -7.5000E-01   1.5801E-13  0.0083
  -7.5000E-01  -6.2500E-01   1.8349E-13  0.0082
  -6.2500E-01  -5.0000E-01   1.9716E-13  0.0056
  -5.0000E-01  -3.7500E-01   2.0104E-13  0.0073
  -3.7500E-01  -2.5000E-01   2.0260E-13  0.0064
  -2.5000E-01  -1.2500E-01   2.0477E-13  0.0096
  -1.2500E-01   0.0000E+00   2.0533E-13  0.0102
   0.0000E+00   1.2500E-01   2.0586E-13  0.0088
   1.2500E-01   2.5000E-01   2.0341E-13  0.0058
   2.5000E-01   3.7500E-01   2.0306E-13  0.0068
   3.7500E-01   5.0000E-01   2.0237E-13  0.0072
   5.0000E-01   6.2500E-01   1.9695E-13  0.0038
   6.2500E-01   7.5000E-01   1.8525E-13  0.0063
   7.5000E-01   8.7500E-01   1.6046E-13  0.0060
   8.7500E-01   1.0000E+00   1.3033E-13  0.0110
   1.0000E+00   1.1250E+00   9.7533E-14  0.0093
   1.1250E+00   1.2500E+00   6.8794E-14  0.0101
   1.2500E+00   1.3750E+00   4.0498E-14  0.0157
   1.3750E+00   1.5000E+00   1.7179E-14  0.0279
   1.5000E+00   1.6250E+00   7.1948E-15  0.0283
