[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   1.350000      # minimum value of y-mesh points
     ymax =   1.650000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           1.35000E+00  1.65000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-15.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   1.3500E+00  -   1.6500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   1.9106E-16  0.0700
  -4.8750E+00  -4.7500E+00   2.0030E-16  0.0708
  -4.7500E+00  -4.6250E+00   2.1315E-16  0.0786
  -4.6250E+00  -4.5000E+00   2.1945E-16  0.0422
  -4.5000E+00  -4.3750E+00   2.0953E-16  0.0451
  -4.3750E+00  -4.2500E+00   2.3732E-16  0.0570
  -4.2500E+00  -4.1250E+00   2.4903E-16  0.0575
  -4.1250E+00  -4.0000E+00   2.9634E-16  0.0473
  -4.0000E+00  -3.8750E+00   2.9984E-16  0.0695
  -3.8750E+00  -3.7500E+00   3.2164E-16  0.0658
  -3.7500E+00  -3.6250E+00   3.2769E-16  0.0523
  -3.6250E+00  -3.5000E+00   3.8968E-16  0.0623
  -3.5000E+00  -3.3750E+00   5.3457E-16  0.0523
  -3.3750E+00  -3.2500E+00   5.3655E-16  0.0520
  -3.2500E+00  -3.1250E+00   7.3981E-16  0.0533
  -3.1250E+00  -3.0000E+00   9.8521E-16  0.0402
  -3.0000E+00  -2.8750E+00   1.4355E-15  0.0523
  -2.8750E+00  -2.7500E+00   2.2700E-15  0.0330
  -2.7500E+00  -2.6250E+00   3.9310E-15  0.0349
  -2.6250E+00  -2.5000E+00   8.4313E-15  0.0188
  -2.5000E+00  -2.3750E+00   2.8009E-14  0.0091
  -2.3750E+00  -2.2500E+00   3.5594E-14  0.0121
  -2.2500E+00  -2.1250E+00   3.6813E-14  0.0098
  -2.1250E+00  -2.0000E+00   3.8677E-14  0.0092
  -2.0000E+00  -1.8750E+00   3.8706E-14  0.0079
  -1.8750E+00  -1.7500E+00   3.9943E-14  0.0091
  -1.7500E+00  -1.6250E+00   3.9027E-14  0.0107
  -1.6250E+00  -1.5000E+00   3.9042E-14  0.0071
  -1.5000E+00  -1.3750E+00   4.0378E-14  0.0075
  -1.3750E+00  -1.2500E+00   4.0005E-14  0.0098
  -1.2500E+00  -1.1250E+00   4.0150E-14  0.0087
  -1.1250E+00  -1.0000E+00   4.0144E-14  0.0095
  -1.0000E+00  -8.7500E-01   3.9943E-14  0.0074
  -8.7500E-01  -7.5000E-01   3.9999E-14  0.0086
  -7.5000E-01  -6.2500E-01   4.0052E-14  0.0077
  -6.2500E-01  -5.0000E-01   3.9799E-14  0.0091
  -5.0000E-01  -3.7500E-01   3.9817E-14  0.0094
  -3.7500E-01  -2.5000E-01   4.0494E-14  0.0097
  -2.5000E-01  -1.2500E-01   3.9898E-14  0.0066
  -1.2500E-01   0.0000E+00   3.9808E-14  0.0099
   0.0000E+00   1.2500E-01   3.9724E-14  0.0091
   1.2500E-01   2.5000E-01   3.9371E-14  0.0096
   2.5000E-01   3.7500E-01   4.0245E-14  0.0093
   3.7500E-01   5.0000E-01   3.9982E-14  0.0064
   5.0000E-01   6.2500E-01   4.0337E-14  0.0086
   6.2500E-01   7.5000E-01   3.9809E-14  0.0086
   7.5000E-01   8.7500E-01   4.0256E-14  0.0090
   8.7500E-01   1.0000E+00   4.0647E-14  0.0074
   1.0000E+00   1.1250E+00   4.0590E-14  0.0106
   1.1250E+00   1.2500E+00   4.0036E-14  0.0095
   1.2500E+00   1.3750E+00   3.9599E-14  0.0083
   1.3750E+00   1.5000E+00   3.9743E-14  0.0096
   1.5000E+00   1.6250E+00   3.9954E-14  0.0066
