[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   29.85000      # minimum value of y-mesh points
     ymax =   30.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           2.98500E+01  3.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-300.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   2.9850E+01  -   3.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   3.0947E-16  0.0906
  -4.8750E+00  -4.7500E+00   2.6876E-16  0.0633
  -4.7500E+00  -4.6250E+00   3.2001E-16  0.0991
  -4.6250E+00  -4.5000E+00   3.2448E-16  0.1032
  -4.5000E+00  -4.3750E+00   4.0812E-16  0.0896
  -4.3750E+00  -4.2500E+00   3.5207E-16  0.0862
  -4.2500E+00  -4.1250E+00   3.5985E-16  0.0782
  -4.1250E+00  -4.0000E+00   3.6300E-16  0.0719
  -4.0000E+00  -3.8750E+00   4.2517E-16  0.0709
  -3.8750E+00  -3.7500E+00   4.1902E-16  0.0938
  -3.7500E+00  -3.6250E+00   4.1759E-16  0.0831
  -3.6250E+00  -3.5000E+00   4.8027E-16  0.0632
  -3.5000E+00  -3.3750E+00   6.2264E-16  0.0727
  -3.3750E+00  -3.2500E+00   1.8688E-15  0.4525
  -3.2500E+00  -3.1250E+00   7.1763E-16  0.0664
  -3.1250E+00  -3.0000E+00   1.0123E-15  0.0527
  -3.0000E+00  -2.8750E+00   1.2762E-15  0.0466
  -2.8750E+00  -2.7500E+00   2.0328E-15  0.0394
  -2.7500E+00  -2.6250E+00   4.0007E-15  0.0287
  -2.6250E+00  -2.5000E+00   6.0495E-15  0.0275
  -2.5000E+00  -2.3750E+00   6.7214E-15  0.0254
  -2.3750E+00  -2.2500E+00   7.3332E-15  0.0219
  -2.2500E+00  -2.1250E+00   7.6306E-15  0.0195
  -2.1250E+00  -2.0000E+00   7.7419E-15  0.0176
  -2.0000E+00  -1.8750E+00   7.8867E-15  0.0206
  -1.8750E+00  -1.7500E+00   8.2296E-15  0.0439
  -1.7500E+00  -1.6250E+00   7.8501E-15  0.0225
  -1.6250E+00  -1.5000E+00   7.8599E-15  0.0198
  -1.5000E+00  -1.3750E+00   7.9038E-15  0.0169
  -1.3750E+00  -1.2500E+00   8.3083E-15  0.0375
  -1.2500E+00  -1.1250E+00   8.0097E-15  0.0224
  -1.1250E+00  -1.0000E+00   8.0764E-15  0.0186
  -1.0000E+00  -8.7500E-01   8.0562E-15  0.0193
  -8.7500E-01  -7.5000E-01   7.9484E-15  0.0238
  -7.5000E-01  -6.2500E-01   7.7566E-15  0.0177
  -6.2500E-01  -5.0000E-01   7.9491E-15  0.0249
  -5.0000E-01  -3.7500E-01   8.0963E-15  0.0200
  -3.7500E-01  -2.5000E-01   8.0091E-15  0.0236
  -2.5000E-01  -1.2500E-01   7.9973E-15  0.0215
  -1.2500E-01   0.0000E+00   8.1948E-15  0.0203
   0.0000E+00   1.2500E-01   8.0019E-15  0.0167
   1.2500E-01   2.5000E-01   8.1546E-15  0.0224
   2.5000E-01   3.7500E-01   7.9312E-15  0.0172
   3.7500E-01   5.0000E-01   8.1734E-15  0.0211
   5.0000E-01   6.2500E-01   7.9365E-15  0.0263
   6.2500E-01   7.5000E-01   7.8162E-15  0.0135
   7.5000E-01   8.7500E-01   8.0445E-15  0.0209
   8.7500E-01   1.0000E+00   7.9500E-15  0.0217
   1.0000E+00   1.1250E+00   7.9012E-15  0.0238
   1.1250E+00   1.2500E+00   7.7517E-15  0.0223
   1.2500E+00   1.3750E+00   7.8938E-15  0.0203
   1.3750E+00   1.5000E+00   7.6860E-15  0.0206
   1.5000E+00   1.6250E+00   8.4653E-15  0.0648
