[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   4.850000      # minimum value of y-mesh points
     ymax =   5.150000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           4.85000E+00  5.15000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-50.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   4.8500E+00  -   5.1500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   3.4679E-16  0.0677
  -4.8750E+00  -4.7500E+00   3.7820E-16  0.0631
  -4.7500E+00  -4.6250E+00   4.1119E-16  0.0671
  -4.6250E+00  -4.5000E+00   4.2968E-16  0.0562
  -4.5000E+00  -4.3750E+00   4.0631E-16  0.0559
  -4.3750E+00  -4.2500E+00   4.6835E-16  0.0426
  -4.2500E+00  -4.1250E+00   4.9620E-16  0.0559
  -4.1250E+00  -4.0000E+00   5.3380E-16  0.0461
  -4.0000E+00  -3.8750E+00   5.9214E-16  0.0551
  -3.8750E+00  -3.7500E+00   6.3743E-16  0.0392
  -3.7500E+00  -3.6250E+00   6.6860E-16  0.0572
  -3.6250E+00  -3.5000E+00   6.3558E-16  0.0393
  -3.5000E+00  -3.3750E+00   7.7986E-16  0.0458
  -3.3750E+00  -3.2500E+00   9.0689E-16  0.0461
  -3.2500E+00  -3.1250E+00   1.0190E-15  0.0373
  -3.1250E+00  -3.0000E+00   1.1137E-15  0.0372
  -3.0000E+00  -2.8750E+00   1.3589E-15  0.0419
  -2.8750E+00  -2.7500E+00   1.5866E-15  0.0394
  -2.7500E+00  -2.6250E+00   1.9575E-15  0.0365
  -2.6250E+00  -2.5000E+00   2.5256E-15  0.0328
  -2.5000E+00  -2.3750E+00   3.7449E-15  0.0292
  -2.3750E+00  -2.2500E+00   5.6555E-15  0.0216
  -2.2500E+00  -2.1250E+00   1.0795E-14  0.0131
  -2.1250E+00  -2.0000E+00   2.6881E-14  0.0109
  -2.0000E+00  -1.8750E+00   4.1479E-14  0.0074
  -1.8750E+00  -1.7500E+00   4.5317E-14  0.0089
  -1.7500E+00  -1.6250E+00   4.8185E-14  0.0085
  -1.6250E+00  -1.5000E+00   4.9164E-14  0.0078
  -1.5000E+00  -1.3750E+00   4.9494E-14  0.0092
  -1.3750E+00  -1.2500E+00   4.9687E-14  0.0060
  -1.2500E+00  -1.1250E+00   5.0886E-14  0.0094
  -1.1250E+00  -1.0000E+00   5.1121E-14  0.0076
  -1.0000E+00  -8.7500E-01   5.0854E-14  0.0084
  -8.7500E-01  -7.5000E-01   5.0614E-14  0.0074
  -7.5000E-01  -6.2500E-01   5.1186E-14  0.0073
  -6.2500E-01  -5.0000E-01   5.1464E-14  0.0095
  -5.0000E-01  -3.7500E-01   5.1358E-14  0.0084
  -3.7500E-01  -2.5000E-01   5.1415E-14  0.0067
  -2.5000E-01  -1.2500E-01   5.1935E-14  0.0075
  -1.2500E-01   0.0000E+00   5.1471E-14  0.0074
   0.0000E+00   1.2500E-01   5.1701E-14  0.0063
   1.2500E-01   2.5000E-01   5.1614E-14  0.0065
   2.5000E-01   3.7500E-01   5.0672E-14  0.0080
   3.7500E-01   5.0000E-01   5.1410E-14  0.0086
   5.0000E-01   6.2500E-01   5.1473E-14  0.0085
   6.2500E-01   7.5000E-01   5.0964E-14  0.0094
   7.5000E-01   8.7500E-01   5.0049E-14  0.0054
   8.7500E-01   1.0000E+00   5.0643E-14  0.0072
   1.0000E+00   1.1250E+00   5.0691E-14  0.0070
   1.1250E+00   1.2500E+00   5.0007E-14  0.0076
   1.2500E+00   1.3750E+00   4.9638E-14  0.0075
   1.3750E+00   1.5000E+00   4.9083E-14  0.0081
   1.5000E+00   1.6250E+00   4.8836E-14  0.0078
