[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   1.350000      # minimum value of y-mesh points
     ymax =   1.650000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           1.35000E+00  1.65000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-15.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   1.3500E+00  -   1.6500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   1.7254E-16  0.0721
  -4.8750E+00  -4.7500E+00   1.8035E-16  0.0505
  -4.7500E+00  -4.6250E+00   2.0715E-16  0.0628
  -4.6250E+00  -4.5000E+00   2.3430E-16  0.0652
  -4.5000E+00  -4.3750E+00   2.3310E-16  0.0812
  -4.3750E+00  -4.2500E+00   2.0177E-16  0.0713
  -4.2500E+00  -4.1250E+00   2.1971E-16  0.0737
  -4.1250E+00  -4.0000E+00   2.5777E-16  0.0700
  -4.0000E+00  -3.8750E+00   2.6531E-16  0.0541
  -3.8750E+00  -3.7500E+00   3.0360E-16  0.0615
  -3.7500E+00  -3.6250E+00   3.0877E-16  0.0542
  -3.6250E+00  -3.5000E+00   3.3556E-16  0.0601
  -3.5000E+00  -3.3750E+00   3.5143E-16  0.0510
  -3.3750E+00  -3.2500E+00   4.0797E-16  0.0534
  -3.2500E+00  -3.1250E+00   4.6246E-16  0.0543
  -3.1250E+00  -3.0000E+00   5.3194E-16  0.0521
  -3.0000E+00  -2.8750E+00   6.1059E-16  0.0479
  -2.8750E+00  -2.7500E+00   6.8579E-16  0.0531
  -2.7500E+00  -2.6250E+00   1.0184E-15  0.0424
  -2.6250E+00  -2.5000E+00   1.3996E-15  0.0382
  -2.5000E+00  -2.3750E+00   2.0782E-15  0.0433
  -2.3750E+00  -2.2500E+00   3.4408E-15  0.0290
  -2.2500E+00  -2.1250E+00   6.1981E-15  0.0172
  -2.1250E+00  -2.0000E+00   1.6347E-14  0.0150
  -2.0000E+00  -1.8750E+00   4.0419E-14  0.0087
  -1.8750E+00  -1.7500E+00   5.4402E-14  0.0091
  -1.7500E+00  -1.6250E+00   5.7764E-14  0.0071
  -1.6250E+00  -1.5000E+00   5.9717E-14  0.0067
  -1.5000E+00  -1.3750E+00   6.1003E-14  0.0063
  -1.3750E+00  -1.2500E+00   6.0650E-14  0.0062
  -1.2500E+00  -1.1250E+00   6.1886E-14  0.0066
  -1.1250E+00  -1.0000E+00   6.2304E-14  0.0062
  -1.0000E+00  -8.7500E-01   6.2140E-14  0.0069
  -8.7500E-01  -7.5000E-01   6.1626E-14  0.0069
  -7.5000E-01  -6.2500E-01   6.2301E-14  0.0060
  -6.2500E-01  -5.0000E-01   6.1797E-14  0.0071
  -5.0000E-01  -3.7500E-01   6.1967E-14  0.0076
  -3.7500E-01  -2.5000E-01   6.2355E-14  0.0082
  -2.5000E-01  -1.2500E-01   6.2138E-14  0.0069
  -1.2500E-01   0.0000E+00   6.1730E-14  0.0084
   0.0000E+00   1.2500E-01   6.1462E-14  0.0090
   1.2500E-01   2.5000E-01   6.2134E-14  0.0070
   2.5000E-01   3.7500E-01   6.2611E-14  0.0055
   3.7500E-01   5.0000E-01   6.2091E-14  0.0065
   5.0000E-01   6.2500E-01   6.2108E-14  0.0081
   6.2500E-01   7.5000E-01   6.2451E-14  0.0075
   7.5000E-01   8.7500E-01   6.2703E-14  0.0062
   8.7500E-01   1.0000E+00   6.1679E-14  0.0074
   1.0000E+00   1.1250E+00   6.1435E-14  0.0064
   1.1250E+00   1.2500E+00   6.2507E-14  0.0089
   1.2500E+00   1.3750E+00   6.1509E-14  0.0065
   1.3750E+00   1.5000E+00   6.0640E-14  0.0079
   1.5000E+00   1.6250E+00   5.9597E-14  0.0062
