[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   9.850000      # minimum value of y-mesh points
     ymax =   10.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           9.85000E+00  1.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-100.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   9.8500E+00  -   1.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   4.9070E-16  0.0577
  -4.8750E+00  -4.7500E+00   4.6197E-16  0.0630
  -4.7500E+00  -4.6250E+00   5.1222E-16  0.0583
  -4.6250E+00  -4.5000E+00   6.0129E-16  0.0523
  -4.5000E+00  -4.3750E+00   6.6601E-16  0.0471
  -4.3750E+00  -4.2500E+00   6.8539E-16  0.0474
  -4.2500E+00  -4.1250E+00   7.3539E-16  0.0390
  -4.1250E+00  -4.0000E+00   7.7359E-16  0.0502
  -4.0000E+00  -3.8750E+00   7.5545E-16  0.0363
  -3.8750E+00  -3.7500E+00   8.1635E-16  0.0406
  -3.7500E+00  -3.6250E+00   9.1036E-16  0.0403
  -3.6250E+00  -3.5000E+00   9.0399E-16  0.0461
  -3.5000E+00  -3.3750E+00   9.4777E-16  0.0359
  -3.3750E+00  -3.2500E+00   1.0991E-15  0.0409
  -3.2500E+00  -3.1250E+00   1.1856E-15  0.0425
  -3.1250E+00  -3.0000E+00   1.2610E-15  0.0396
  -3.0000E+00  -2.8750E+00   1.3837E-15  0.0445
  -2.8750E+00  -2.7500E+00   1.6075E-15  0.0369
  -2.7500E+00  -2.6250E+00   1.9447E-15  0.0409
  -2.6250E+00  -2.5000E+00   2.1967E-15  0.0337
  -2.5000E+00  -2.3750E+00   2.5415E-15  0.0354
  -2.3750E+00  -2.2500E+00   3.3597E-15  0.0280
  -2.2500E+00  -2.1250E+00   4.6836E-15  0.0207
  -2.1250E+00  -2.0000E+00   8.1250E-15  0.0177
  -2.0000E+00  -1.8750E+00   1.8211E-14  0.0087
  -1.8750E+00  -1.7500E+00   3.0827E-14  0.0110
  -1.7500E+00  -1.6250E+00   4.0483E-14  0.0125
  -1.6250E+00  -1.5000E+00   4.4280E-14  0.0087
  -1.5000E+00  -1.3750E+00   4.6504E-14  0.0078
  -1.3750E+00  -1.2500E+00   4.7094E-14  0.0064
  -1.2500E+00  -1.1250E+00   4.8326E-14  0.0079
  -1.1250E+00  -1.0000E+00   4.7622E-14  0.0084
  -1.0000E+00  -8.7500E-01   4.7823E-14  0.0088
  -8.7500E-01  -7.5000E-01   4.8055E-14  0.0091
  -7.5000E-01  -6.2500E-01   4.8536E-14  0.0097
  -6.2500E-01  -5.0000E-01   4.8217E-14  0.0087
  -5.0000E-01  -3.7500E-01   4.8873E-14  0.0071
  -3.7500E-01  -2.5000E-01   4.9352E-14  0.0074
  -2.5000E-01  -1.2500E-01   4.9250E-14  0.0072
  -1.2500E-01   0.0000E+00   4.9562E-14  0.0071
   0.0000E+00   1.2500E-01   4.9044E-14  0.0088
   1.2500E-01   2.5000E-01   4.9151E-14  0.0084
   2.5000E-01   3.7500E-01   4.9417E-14  0.0082
   3.7500E-01   5.0000E-01   4.9351E-14  0.0090
   5.0000E-01   6.2500E-01   4.8856E-14  0.0079
   6.2500E-01   7.5000E-01   4.8971E-14  0.0087
   7.5000E-01   8.7500E-01   4.8416E-14  0.0072
   8.7500E-01   1.0000E+00   4.8359E-14  0.0082
   1.0000E+00   1.1250E+00   4.7573E-14  0.0072
   1.1250E+00   1.2500E+00   4.7374E-14  0.0099
   1.2500E+00   1.3750E+00   4.6919E-14  0.0075
   1.3750E+00   1.5000E+00   4.6718E-14  0.0089
   1.5000E+00   1.6250E+00   4.4268E-14  0.0090
