[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   4.850000      # minimum value of y-mesh points
     ymax =   5.150000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           4.85000E+00  5.15000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-50.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   4.8500E+00  -   5.1500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   3.4823E-16  0.0742
  -4.8750E+00  -4.7500E+00   3.4678E-16  0.0549
  -4.7500E+00  -4.6250E+00   3.8239E-16  0.0624
  -4.6250E+00  -4.5000E+00   4.1719E-16  0.0749
  -4.5000E+00  -4.3750E+00   3.9822E-16  0.0491
  -4.3750E+00  -4.2500E+00   4.1903E-16  0.0561
  -4.2500E+00  -4.1250E+00   4.7281E-16  0.0585
  -4.1250E+00  -4.0000E+00   5.0637E-16  0.0629
  -4.0000E+00  -3.8750E+00   5.5170E-16  0.0577
  -3.8750E+00  -3.7500E+00   5.4420E-16  0.0588
  -3.7500E+00  -3.6250E+00   6.2680E-16  0.0435
  -3.6250E+00  -3.5000E+00   6.5260E-16  0.0387
  -3.5000E+00  -3.3750E+00   7.2691E-16  0.0502
  -3.3750E+00  -3.2500E+00   8.0138E-16  0.0587
  -3.2500E+00  -3.1250E+00   9.2536E-16  0.0359
  -3.1250E+00  -3.0000E+00   1.0704E-15  0.0456
  -3.0000E+00  -2.8750E+00   1.1171E-15  0.0424
  -2.8750E+00  -2.7500E+00   1.2565E-15  0.0339
  -2.7500E+00  -2.6250E+00   1.5048E-15  0.0427
  -2.6250E+00  -2.5000E+00   1.7445E-15  0.0393
  -2.5000E+00  -2.3750E+00   2.2616E-15  0.0287
  -2.3750E+00  -2.2500E+00   2.9790E-15  0.0273
  -2.2500E+00  -2.1250E+00   4.1040E-15  0.0226
  -2.1250E+00  -2.0000E+00   6.4248E-15  0.0216
  -2.0000E+00  -1.8750E+00   1.1640E-14  0.0136
  -1.8750E+00  -1.7500E+00   2.7496E-14  0.0106
  -1.7500E+00  -1.6250E+00   4.7384E-14  0.0074
  -1.6250E+00  -1.5000E+00   5.9441E-14  0.0078
  -1.5000E+00  -1.3750E+00   6.3513E-14  0.0076
  -1.3750E+00  -1.2500E+00   6.5573E-14  0.0087
  -1.2500E+00  -1.1250E+00   6.6581E-14  0.0060
  -1.1250E+00  -1.0000E+00   6.7775E-14  0.0075
  -1.0000E+00  -8.7500E-01   6.8536E-14  0.0066
  -8.7500E-01  -7.5000E-01   6.8726E-14  0.0052
  -7.5000E-01  -6.2500E-01   6.7690E-14  0.0066
  -6.2500E-01  -5.0000E-01   6.9011E-14  0.0069
  -5.0000E-01  -3.7500E-01   6.8580E-14  0.0078
  -3.7500E-01  -2.5000E-01   6.9952E-14  0.0067
  -2.5000E-01  -1.2500E-01   7.0229E-14  0.0068
  -1.2500E-01   0.0000E+00   6.9325E-14  0.0066
   0.0000E+00   1.2500E-01   6.9338E-14  0.0057
   1.2500E-01   2.5000E-01   6.9175E-14  0.0070
   2.5000E-01   3.7500E-01   6.9011E-14  0.0064
   3.7500E-01   5.0000E-01   6.8959E-14  0.0057
   5.0000E-01   6.2500E-01   6.8936E-14  0.0074
   6.2500E-01   7.5000E-01   6.8154E-14  0.0059
   7.5000E-01   8.7500E-01   6.7745E-14  0.0059
   8.7500E-01   1.0000E+00   6.7972E-14  0.0066
   1.0000E+00   1.1250E+00   6.7171E-14  0.0062
   1.1250E+00   1.2500E+00   6.5619E-14  0.0071
   1.2500E+00   1.3750E+00   6.4832E-14  0.0076
   1.3750E+00   1.5000E+00   6.3356E-14  0.0060
   1.5000E+00   1.6250E+00   5.9454E-14  0.0071
