[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   29.85000      # minimum value of y-mesh points
     ymax =   30.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           2.98500E+01  3.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-300.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   2.9850E+01  -   3.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   1.3088E-15  0.1154
  -4.8750E+00  -4.7500E+00   1.1134E-15  0.1066
  -4.7500E+00  -4.6250E+00   1.4386E-15  0.0787
  -4.6250E+00  -4.5000E+00   1.3894E-15  0.1091
  -4.5000E+00  -4.3750E+00   1.4971E-15  0.0611
  -4.3750E+00  -4.2500E+00   1.4474E-15  0.0795
  -4.2500E+00  -4.1250E+00   1.6146E-15  0.0692
  -4.1250E+00  -4.0000E+00   1.5813E-15  0.0437
  -4.0000E+00  -3.8750E+00   2.0035E-15  0.0436
  -3.8750E+00  -3.7500E+00   2.0838E-15  0.0647
  -3.7500E+00  -3.6250E+00   2.2984E-15  0.0810
  -3.6250E+00  -3.5000E+00   2.2661E-15  0.0881
  -3.5000E+00  -3.3750E+00   2.2808E-15  0.0631
  -3.3750E+00  -3.2500E+00   2.3688E-15  0.0728
  -3.2500E+00  -3.1250E+00   2.4958E-15  0.0295
  -3.1250E+00  -3.0000E+00   2.5861E-15  0.0508
  -3.0000E+00  -2.8750E+00   2.7749E-15  0.0671
  -2.8750E+00  -2.7500E+00   3.2431E-15  0.0728
  -2.7500E+00  -2.6250E+00   2.9850E-15  0.0712
  -2.6250E+00  -2.5000E+00   3.2818E-15  0.0599
  -2.5000E+00  -2.3750E+00   2.9261E-15  0.0689
  -2.3750E+00  -2.2500E+00   3.5260E-15  0.0609
  -2.2500E+00  -2.1250E+00   4.0558E-15  0.0540
  -2.1250E+00  -2.0000E+00   3.6114E-15  0.0390
  -2.0000E+00  -1.8750E+00   3.4837E-15  0.0556
  -1.8750E+00  -1.7500E+00   3.1572E-15  0.0357
  -1.7500E+00  -1.6250E+00   3.4608E-15  0.0517
  -1.6250E+00  -1.5000E+00   3.5745E-15  0.0558
  -1.5000E+00  -1.3750E+00   3.6468E-15  0.0571
  -1.3750E+00  -1.2500E+00   3.7205E-15  0.0620
  -1.2500E+00  -1.1250E+00   3.4251E-15  0.0477
  -1.1250E+00  -1.0000E+00   3.4465E-15  0.0567
  -1.0000E+00  -8.7500E-01   3.5992E-15  0.0731
  -8.7500E-01  -7.5000E-01   4.0038E-15  0.0700
  -7.5000E-01  -6.2500E-01   3.6108E-15  0.0571
  -6.2500E-01  -5.0000E-01   3.6566E-15  0.0817
  -5.0000E-01  -3.7500E-01   3.8480E-15  0.0532
  -3.7500E-01  -2.5000E-01   3.6782E-15  0.0534
  -2.5000E-01  -1.2500E-01   3.6379E-15  0.0431
  -1.2500E-01   0.0000E+00   3.5961E-15  0.0369
   0.0000E+00   1.2500E-01   3.6149E-15  0.0555
   1.2500E-01   2.5000E-01   3.3773E-15  0.0403
   2.5000E-01   3.7500E-01   4.1040E-15  0.0407
   3.7500E-01   5.0000E-01   3.6912E-15  0.0562
   5.0000E-01   6.2500E-01   3.6560E-15  0.0460
   6.2500E-01   7.5000E-01   3.3991E-15  0.0755
   7.5000E-01   8.7500E-01   3.5366E-15  0.0389
   8.7500E-01   1.0000E+00   3.5364E-15  0.0549
   1.0000E+00   1.1250E+00   3.9623E-15  0.0482
   1.1250E+00   1.2500E+00   3.5931E-15  0.0411
   1.2500E+00   1.3750E+00   3.6055E-15  0.0672
   1.3750E+00   1.5000E+00   3.5273E-15  0.0668
   1.5000E+00   1.6250E+00   3.4360E-15  0.0618
