[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =      1          # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   9.850000      # minimum value of y-mesh points
     ymax =   10.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =      1          # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           9.85000E+00  1.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =     80          # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-y-water-100.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   9.8500E+00  -   1.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   4.4693E-15  0.0244
  -4.8750E+00  -4.7500E+00   4.9460E-15  0.0215
  -4.7500E+00  -4.6250E+00   5.5080E-15  0.0253
  -4.6250E+00  -4.5000E+00   5.7296E-15  0.0211
  -4.5000E+00  -4.3750E+00   6.2990E-15  0.0231
  -4.3750E+00  -4.2500E+00   6.9932E-15  0.0216
  -4.2500E+00  -4.1250E+00   7.9878E-15  0.0177
  -4.1250E+00  -4.0000E+00   9.7108E-15  0.0196
  -4.0000E+00  -3.8750E+00   1.2376E-14  0.0169
  -3.8750E+00  -3.7500E+00   1.7602E-14  0.0142
  -3.7500E+00  -3.6250E+00   2.8986E-14  0.0112
  -3.6250E+00  -3.5000E+00   6.8210E-14  0.0075
  -3.5000E+00  -3.3750E+00   8.5704E-14  0.0068
  -3.3750E+00  -3.2500E+00   9.2200E-14  0.0058
  -3.2500E+00  -3.1250E+00   9.4855E-14  0.0071
  -3.1250E+00  -3.0000E+00   9.7397E-14  0.0060
  -3.0000E+00  -2.8750E+00   1.0062E-13  0.0057
  -2.8750E+00  -2.7500E+00   1.0199E-13  0.0069
  -2.7500E+00  -2.6250E+00   1.0247E-13  0.0059
  -2.6250E+00  -2.5000E+00   1.0370E-13  0.0060
  -2.5000E+00  -2.3750E+00   1.0487E-13  0.0063
  -2.3750E+00  -2.2500E+00   1.0518E-13  0.0063
  -2.2500E+00  -2.1250E+00   1.0496E-13  0.0058
  -2.1250E+00  -2.0000E+00   1.0555E-13  0.0053
  -2.0000E+00  -1.8750E+00   1.0589E-13  0.0058
  -1.8750E+00  -1.7500E+00   1.0559E-13  0.0063
  -1.7500E+00  -1.6250E+00   1.0527E-13  0.0068
  -1.6250E+00  -1.5000E+00   1.0582E-13  0.0065
  -1.5000E+00  -1.3750E+00   1.0690E-13  0.0066
  -1.3750E+00  -1.2500E+00   1.0753E-13  0.0062
  -1.2500E+00  -1.1250E+00   1.0956E-13  0.0063
  -1.1250E+00  -1.0000E+00   1.0956E-13  0.0069
  -1.0000E+00  -8.7500E-01   1.1091E-13  0.0049
  -8.7500E-01  -7.5000E-01   1.1058E-13  0.0059
  -7.5000E-01  -6.2500E-01   1.0989E-13  0.0064
  -6.2500E-01  -5.0000E-01   1.1057E-13  0.0057
  -5.0000E-01  -3.7500E-01   1.1150E-13  0.0062
  -3.7500E-01  -2.5000E-01   1.1289E-13  0.0068
  -2.5000E-01  -1.2500E-01   1.1145E-13  0.0071
  -1.2500E-01   0.0000E+00   1.1168E-13  0.0063
   0.0000E+00   1.2500E-01   1.1176E-13  0.0057
   1.2500E-01   2.5000E-01   1.1278E-13  0.0055
   2.5000E-01   3.7500E-01   1.1182E-13  0.0066
   3.7500E-01   5.0000E-01   1.1180E-13  0.0067
   5.0000E-01   6.2500E-01   1.1055E-13  0.0066
   6.2500E-01   7.5000E-01   1.1084E-13  0.0065
   7.5000E-01   8.7500E-01   1.1109E-13  0.0067
   8.7500E-01   1.0000E+00   1.1040E-13  0.0058
   1.0000E+00   1.1250E+00   1.0995E-13  0.0061
   1.1250E+00   1.2500E+00   1.0856E-13  0.0064
   1.2500E+00   1.3750E+00   1.0796E-13  0.0059
   1.3750E+00   1.5000E+00   1.0654E-13  0.0058
   1.5000E+00   1.6250E+00   1.0660E-13  0.0071
