[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =      1          # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   29.85000      # minimum value of y-mesh points
     ymax =   30.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =      1          # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           2.98500E+01  3.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =     80          # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-y-water-300.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   2.9850E+01  -   3.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   3.9514E-15  0.0342
  -4.8750E+00  -4.7500E+00   4.6707E-15  0.0256
  -4.7500E+00  -4.6250E+00   5.8406E-15  0.0236
  -4.6250E+00  -4.5000E+00   7.3455E-15  0.0169
  -4.5000E+00  -4.3750E+00   1.3376E-14  0.0160
  -4.3750E+00  -4.2500E+00   2.1864E-14  0.0152
  -4.2500E+00  -4.1250E+00   2.4839E-14  0.0127
  -4.1250E+00  -4.0000E+00   2.6109E-14  0.0131
  -4.0000E+00  -3.8750E+00   2.7258E-14  0.0122
  -3.8750E+00  -3.7500E+00   2.8032E-14  0.0119
  -3.7500E+00  -3.6250E+00   2.7721E-14  0.0131
  -3.6250E+00  -3.5000E+00   2.7699E-14  0.0126
  -3.5000E+00  -3.3750E+00   2.8791E-14  0.0110
  -3.3750E+00  -3.2500E+00   2.9289E-14  0.0144
  -3.2500E+00  -3.1250E+00   2.9535E-14  0.0132
  -3.1250E+00  -3.0000E+00   3.0007E-14  0.0110
  -3.0000E+00  -2.8750E+00   3.0361E-14  0.0111
  -2.8750E+00  -2.7500E+00   2.9913E-14  0.0118
  -2.7500E+00  -2.6250E+00   2.9672E-14  0.0122
  -2.6250E+00  -2.5000E+00   2.9625E-14  0.0146
  -2.5000E+00  -2.3750E+00   2.9994E-14  0.0133
  -2.3750E+00  -2.2500E+00   2.9667E-14  0.0126
  -2.2500E+00  -2.1250E+00   2.9805E-14  0.0115
  -2.1250E+00  -2.0000E+00   2.9778E-14  0.0130
  -2.0000E+00  -1.8750E+00   3.0906E-14  0.0114
  -1.8750E+00  -1.7500E+00   3.1342E-14  0.0114
  -1.7500E+00  -1.6250E+00   3.0927E-14  0.0129
  -1.6250E+00  -1.5000E+00   3.0723E-14  0.0118
  -1.5000E+00  -1.3750E+00   3.0673E-14  0.0121
  -1.3750E+00  -1.2500E+00   3.1295E-14  0.0127
  -1.2500E+00  -1.1250E+00   3.2170E-14  0.0117
  -1.1250E+00  -1.0000E+00   3.1410E-14  0.0129
  -1.0000E+00  -8.7500E-01   3.1770E-14  0.0104
  -8.7500E-01  -7.5000E-01   3.2207E-14  0.0109
  -7.5000E-01  -6.2500E-01   3.2022E-14  0.0117
  -6.2500E-01  -5.0000E-01   3.1479E-14  0.0135
  -5.0000E-01  -3.7500E-01   3.1619E-14  0.0113
  -3.7500E-01  -2.5000E-01   3.2687E-14  0.0118
  -2.5000E-01  -1.2500E-01   3.2491E-14  0.0110
  -1.2500E-01   0.0000E+00   3.2494E-14  0.0116
   0.0000E+00   1.2500E-01   3.1904E-14  0.0130
   1.2500E-01   2.5000E-01   3.1381E-14  0.0106
   2.5000E-01   3.7500E-01   3.1214E-14  0.0126
   3.7500E-01   5.0000E-01   3.1735E-14  0.0105
   5.0000E-01   6.2500E-01   3.1742E-14  0.0119
   6.2500E-01   7.5000E-01   3.2096E-14  0.0106
   7.5000E-01   8.7500E-01   3.1263E-14  0.0116
   8.7500E-01   1.0000E+00   3.1363E-14  0.0102
   1.0000E+00   1.1250E+00   3.2002E-14  0.0135
   1.1250E+00   1.2500E+00   3.2402E-14  0.0118
   1.2500E+00   1.3750E+00   3.0963E-14  0.0124
   1.3750E+00   1.5000E+00   3.0382E-14  0.0107
   1.5000E+00   1.6250E+00   3.1200E-14  0.0122
