[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   19.85000      # minimum value of y-mesh points
     ymax =   20.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           1.98500E+01  2.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-200.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   1.9850E+01  -   2.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   1.9568E-15  0.0556
  -4.8750E+00  -4.7500E+00   2.2485E-15  0.0785
  -4.7500E+00  -4.6250E+00   2.2872E-15  0.0600
  -4.6250E+00  -4.5000E+00   2.8557E-15  0.0510
  -4.5000E+00  -4.3750E+00   2.9092E-15  0.0620
  -4.3750E+00  -4.2500E+00   3.3094E-15  0.0448
  -4.2500E+00  -4.1250E+00   3.0702E-15  0.0360
  -4.1250E+00  -4.0000E+00   3.3419E-15  0.0657
  -4.0000E+00  -3.8750E+00   3.6240E-15  0.0645
  -3.8750E+00  -3.7500E+00   3.9747E-15  0.0608
  -3.7500E+00  -3.6250E+00   4.3841E-15  0.0541
  -3.6250E+00  -3.5000E+00   4.2423E-15  0.0301
  -3.5000E+00  -3.3750E+00   4.7945E-15  0.0458
  -3.3750E+00  -3.2500E+00   4.6268E-15  0.0416
  -3.2500E+00  -3.1250E+00   5.0360E-15  0.0276
  -3.1250E+00  -3.0000E+00   5.5586E-15  0.0560
  -3.0000E+00  -2.8750E+00   5.3977E-15  0.0463
  -2.8750E+00  -2.7500E+00   5.8451E-15  0.0284
  -2.7500E+00  -2.6250E+00   6.9855E-15  0.0358
  -2.6250E+00  -2.5000E+00   5.9647E-15  0.0356
  -2.5000E+00  -2.3750E+00   6.7048E-15  0.0468
  -2.3750E+00  -2.2500E+00   7.2386E-15  0.0256
  -2.2500E+00  -2.1250E+00   7.8983E-15  0.0546
  -2.1250E+00  -2.0000E+00   7.8145E-15  0.0288
  -2.0000E+00  -1.8750E+00   7.6210E-15  0.0354
  -1.8750E+00  -1.7500E+00   7.3278E-15  0.0286
  -1.7500E+00  -1.6250E+00   8.2178E-15  0.0351
  -1.6250E+00  -1.5000E+00   8.4850E-15  0.0240
  -1.5000E+00  -1.3750E+00   8.4402E-15  0.0246
  -1.3750E+00  -1.2500E+00   8.9843E-15  0.0390
  -1.2500E+00  -1.1250E+00   8.4230E-15  0.0510
  -1.1250E+00  -1.0000E+00   8.4638E-15  0.0208
  -1.0000E+00  -8.7500E-01   8.8663E-15  0.0274
  -8.7500E-01  -7.5000E-01   8.1523E-15  0.0609
  -7.5000E-01  -6.2500E-01   8.5584E-15  0.0310
  -6.2500E-01  -5.0000E-01   8.1780E-15  0.0354
  -5.0000E-01  -3.7500E-01   8.6310E-15  0.0264
  -3.7500E-01  -2.5000E-01   8.5880E-15  0.0325
  -2.5000E-01  -1.2500E-01   8.2539E-15  0.0198
  -1.2500E-01   0.0000E+00   8.0795E-15  0.0248
   0.0000E+00   1.2500E-01   8.2716E-15  0.0237
   1.2500E-01   2.5000E-01   8.0898E-15  0.0181
   2.5000E-01   3.7500E-01   8.3302E-15  0.0292
   3.7500E-01   5.0000E-01   8.5421E-15  0.0354
   5.0000E-01   6.2500E-01   8.0936E-15  0.0289
   6.2500E-01   7.5000E-01   8.3368E-15  0.0295
   7.5000E-01   8.7500E-01   8.5570E-15  0.0408
   8.7500E-01   1.0000E+00   8.2359E-15  0.0502
   1.0000E+00   1.1250E+00   8.3085E-15  0.0310
   1.1250E+00   1.2500E+00   8.2769E-15  0.0343
   1.2500E+00   1.3750E+00   8.0762E-15  0.0399
   1.3750E+00   1.5000E+00   8.4453E-15  0.0334
   1.5000E+00   1.6250E+00   8.2679E-15  0.0330
