[ T - C r o s s ]
    title = energy spectrum
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.3000000      # minimum value of x-mesh points
     xmax =  0.3000000      # maximum value of x-mesh points
#    xdel =  0.6000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -3.00000E-01  3.00000E-01
   y-type =    1            # y-mesh is given by the below data
       ny =      1          # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
           -3.00000E+01 -1.00000E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin = -0.3000000      # minimum value of z-mesh points
     zmax =  0.3000000      # maximum value of z-mesh points
#    zdel =  0.6000000      # mesh width of z-mesh points
       nz =    1            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -3.00000E-01  3.00000E-01
   e-type =    2            # e-mesh is linear given by emin, emax and ne
     emin =   0.000000      # minimum value of e-mesh points
     emax =   7.000000      # maximum value of e-mesh points
#    edel =  0.1000000      # mesh width of e-mesh points
       ne =   70            # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           0.00000E+00  1.00000E-01  2.00000E-01  3.00000E-01  4.00000E-01
#           5.00000E-01  6.00000E-01  7.00000E-01  8.00000E-01  9.00000E-01
#           1.00000E+00  1.10000E+00  1.20000E+00  1.30000E+00  1.40000E+00
#           1.50000E+00  1.60000E+00  1.70000E+00  1.80000E+00  1.90000E+00
#           2.00000E+00  2.10000E+00  2.20000E+00  2.30000E+00  2.40000E+00
#           2.50000E+00  2.60000E+00  2.70000E+00  2.80000E+00  2.90000E+00
#           3.00000E+00  3.10000E+00  3.20000E+00  3.30000E+00  3.40000E+00
#           3.50000E+00  3.60000E+00  3.70000E+00  3.80000E+00  3.90000E+00
#           4.00000E+00  4.10000E+00  4.20000E+00  4.30000E+00  4.40000E+00
#           4.50000E+00  4.60000E+00  4.70000E+00  4.80000E+00  4.90000E+00
#           5.00000E+00  5.10000E+00  5.20000E+00  5.30000E+00  5.40000E+00
#           5.50000E+00  5.60000E+00  5.70000E+00  5.80000E+00  5.90000E+00
#           6.00000E+00  6.10000E+00  6.20000E+00  6.30000E+00  6.40000E+00
#           6.50000E+00  6.60000E+00  6.70000E+00  6.80000E+00  6.90000E+00
#           7.00000E+00
     unit =    2            # unit is [1/cm^2/MeV/source]
     axis =  eng            # axis of output
     file = cross_eng-w.out  # file name of output for the above axis
   output = flux            # surface crossing flux
     part =  photon     electron 
# kf/name :  22         11       
    angel = ylin
   epsout =    1            # (D=0) generate eps file by ANGEL
   stdcut = 1.0000000E-02   # (D=-1) threshold value of STD cutoff
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          81 (  0)           0 (  0)          81 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   iz surf =  1   ix  =  1   iy  =  1
#   zmesh =   -3.0000E-01
#   x = (  -3.0000E-01  -   3.0000E-01  )
#   y = (  -3.0000E+01  -  -1.0000E+01  )

x: Energy [MeV]
y:   Flux  [1/cm^2/MeV/source]             
p: xlin ylog afac(0.8) form(0.9)
p: ylin
h: n            x            y(photon  ),hh0l   n y(electron),hh0dr  n 
#  e-lower      e-upper      photon      r.err    electron    r.err 
   0.0000E+00   1.0000E-01   4.5270E-04  0.0311   7.5283E-08  0.4968
   1.0000E-01   2.0000E-01   2.8136E-03  0.0109   5.0138E-06  0.0892
   2.0000E-01   3.0000E-01   6.0117E-03  0.0118   3.1731E-06  0.0742
   3.0000E-01   4.0000E-01   6.0995E-03  0.0062   2.1255E-06  0.0812
   4.0000E-01   5.0000E-01   5.1610E-03  0.0090   1.6578E-06  0.1324
   5.0000E-01   6.0000E-01   4.7740E-03  0.0104   2.2266E-06  0.1677
   6.0000E-01   7.0000E-01   4.0138E-03  0.0091   1.4341E-06  0.2083
   7.0000E-01   8.0000E-01   3.5318E-03  0.0085   1.3404E-06  0.1589
   8.0000E-01   9.0000E-01   3.3614E-03  0.0111   9.0607E-07  0.1663
   9.0000E-01   1.0000E+00   2.8702E-03  0.0174   1.2188E-06  0.2708
   1.0000E+00   1.1000E+00   2.5485E-03  0.0063   6.8381E-07  0.1660
   1.1000E+00   1.2000E+00   2.3060E-03  0.0100   7.6637E-07  0.2566
   1.2000E+00   1.3000E+00   2.0886E-03  0.0091   8.0615E-07  0.2336
   1.3000E+00   1.4000E+00   2.0555E-03  0.0113   6.9449E-07  0.2849
   1.4000E+00   1.5000E+00   1.7917E-03  0.0158   7.1278E-07  0.3243
   1.5000E+00   1.6000E+00   1.7031E-03  0.0101   5.2890E-07  0.2745
   1.6000E+00   1.7000E+00   1.6176E-03  0.0151   2.9360E-07  0.4054
   1.7000E+00   1.8000E+00   1.4509E-03  0.0108   4.3277E-07  0.3241
   1.8000E+00   1.9000E+00   1.3974E-03  0.0219   2.2928E-07  0.3908
   1.9000E+00   2.0000E+00   1.2739E-03  0.0196   3.0105E-07  0.2769
   2.0000E+00   2.1000E+00   1.1868E-03  0.0146   2.4359E-07  0.2857
   2.1000E+00   2.2000E+00   1.0669E-03  0.0131   3.5777E-07  0.4428
   2.2000E+00   2.3000E+00   1.0431E-03  0.0162   1.3530E-07  0.5785
   2.3000E+00   2.4000E+00   9.9257E-04  0.0165   3.5114E-07  0.4976
   2.4000E+00   2.5000E+00   9.2658E-04  0.0203   2.7660E-07  0.5509
   2.5000E+00   2.6000E+00   8.5144E-04  0.0198   2.8571E-07  0.3943
   2.6000E+00   2.7000E+00   8.2320E-04  0.0200   1.7690E-07  0.3444
   2.7000E+00   2.8000E+00   7.9164E-04  0.0232   1.7326E-07  0.5975
   2.8000E+00   2.9000E+00   6.8987E-04  0.0192   3.3432E-07  0.4044
   2.9000E+00   3.0000E+00   6.8185E-04  0.0200   2.7370E-07  0.6998
   3.0000E+00   3.1000E+00   6.4735E-04  0.0219   1.1630E-07  0.3798
   3.1000E+00   3.2000E+00   6.7248E-04  0.0163   1.0540E-07  0.5458
   3.2000E+00   3.3000E+00   5.7414E-04  0.0218   2.6142E-07  0.5269
   3.3000E+00   3.4000E+00   5.7661E-04  0.0235   1.0619E-08  1.0000
   3.4000E+00   3.5000E+00   5.4865E-04  0.0209   1.7556E-07  0.3455
   3.5000E+00   3.6000E+00   4.3967E-04  0.0260   7.6378E-08  0.5491
   3.6000E+00   3.7000E+00   4.3819E-04  0.0337   5.7877E-07  0.8607
   3.7000E+00   3.8000E+00   4.3380E-04  0.0166   4.3951E-07  0.5106
