[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   9.850000      # minimum value of y-mesh points
     ymax =   10.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           9.85000E+00  1.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-100.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   9.8500E+00  -   1.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   1.8077E-15  0.0451
  -4.8750E+00  -4.7500E+00   1.9459E-15  0.0797
  -4.7500E+00  -4.6250E+00   2.6268E-15  0.0793
  -4.6250E+00  -4.5000E+00   2.9620E-15  0.0641
  -4.5000E+00  -4.3750E+00   3.5525E-15  0.0623
  -4.3750E+00  -4.2500E+00   4.1382E-15  0.0314
  -4.2500E+00  -4.1250E+00   4.5012E-15  0.0336
  -4.1250E+00  -4.0000E+00   4.9874E-15  0.0423
  -4.0000E+00  -3.8750E+00   5.3853E-15  0.0411
  -3.8750E+00  -3.7500E+00   6.1959E-15  0.0537
  -3.7500E+00  -3.6250E+00   6.6330E-15  0.0349
  -3.6250E+00  -3.5000E+00   7.0278E-15  0.0620
  -3.5000E+00  -3.3750E+00   7.9406E-15  0.0385
  -3.3750E+00  -3.2500E+00   7.7624E-15  0.0268
  -3.2500E+00  -3.1250E+00   8.8133E-15  0.0217
  -3.1250E+00  -3.0000E+00   8.6497E-15  0.0286
  -3.0000E+00  -2.8750E+00   8.4352E-15  0.0227
  -2.8750E+00  -2.7500E+00   9.6186E-15  0.0441
  -2.7500E+00  -2.6250E+00   1.0820E-14  0.0229
  -2.6250E+00  -2.5000E+00   1.0617E-14  0.0299
  -2.5000E+00  -2.3750E+00   1.1349E-14  0.0267
  -2.3750E+00  -2.2500E+00   1.0987E-14  0.0337
  -2.2500E+00  -2.1250E+00   1.1414E-14  0.0316
  -2.1250E+00  -2.0000E+00   1.2478E-14  0.0240
  -2.0000E+00  -1.8750E+00   1.3448E-14  0.0287
  -1.8750E+00  -1.7500E+00   1.2835E-14  0.0221
  -1.7500E+00  -1.6250E+00   1.4390E-14  0.0223
  -1.6250E+00  -1.5000E+00   1.4630E-14  0.0271
  -1.5000E+00  -1.3750E+00   1.5106E-14  0.0236
  -1.3750E+00  -1.2500E+00   1.5225E-14  0.0285
  -1.2500E+00  -1.1250E+00   1.5472E-14  0.0126
  -1.1250E+00  -1.0000E+00   1.5680E-14  0.0166
  -1.0000E+00  -8.7500E-01   1.6097E-14  0.0232
  -8.7500E-01  -7.5000E-01   1.6103E-14  0.0171
  -7.5000E-01  -6.2500E-01   1.6618E-14  0.0177
  -6.2500E-01  -5.0000E-01   1.5878E-14  0.0206
  -5.0000E-01  -3.7500E-01   1.6055E-14  0.0356
  -3.7500E-01  -2.5000E-01   1.6037E-14  0.0277
  -2.5000E-01  -1.2500E-01   1.6206E-14  0.0309
  -1.2500E-01   0.0000E+00   1.6085E-14  0.0208
   0.0000E+00   1.2500E-01   1.6157E-14  0.0188
   1.2500E-01   2.5000E-01   1.6500E-14  0.0223
   2.5000E-01   3.7500E-01   1.5883E-14  0.0314
   3.7500E-01   5.0000E-01   1.5514E-14  0.0374
   5.0000E-01   6.2500E-01   1.5752E-14  0.0246
   6.2500E-01   7.5000E-01   1.6207E-14  0.0322
   7.5000E-01   8.7500E-01   1.6055E-14  0.0312
   8.7500E-01   1.0000E+00   1.5548E-14  0.0278
   1.0000E+00   1.1250E+00   1.4802E-14  0.0179
   1.1250E+00   1.2500E+00   1.5258E-14  0.0263
   1.2500E+00   1.3750E+00   1.5122E-14  0.0224
   1.3750E+00   1.5000E+00   1.4405E-14  0.0239
   1.5000E+00   1.6250E+00   1.4615E-14  0.0252
