[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   4.850000      # minimum value of y-mesh points
     ymax =   5.150000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           4.85000E+00  5.15000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-50.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   4.8500E+00  -   5.1500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   3.3114E-16  0.1401
  -4.8750E+00  -4.7500E+00   3.1620E-16  0.1157
  -4.7500E+00  -4.6250E+00   3.1599E-16  0.1139
  -4.6250E+00  -4.5000E+00   3.5254E-16  0.0904
  -4.5000E+00  -4.3750E+00   3.9550E-16  0.1041
  -4.3750E+00  -4.2500E+00   4.4002E-16  0.0671
  -4.2500E+00  -4.1250E+00   4.5502E-16  0.1002
  -4.1250E+00  -4.0000E+00   4.4987E-16  0.0718
  -4.0000E+00  -3.8750E+00   4.8618E-16  0.0735
  -3.8750E+00  -3.7500E+00   5.5885E-16  0.1081
  -3.7500E+00  -3.6250E+00   6.1427E-16  0.0988
  -3.6250E+00  -3.5000E+00   5.9999E-16  0.1038
  -3.5000E+00  -3.3750E+00   7.9720E-16  0.0661
  -3.3750E+00  -3.2500E+00   8.4770E-16  0.1020
  -3.2500E+00  -3.1250E+00   9.0435E-16  0.0627
  -3.1250E+00  -3.0000E+00   9.2525E-16  0.0777
  -3.0000E+00  -2.8750E+00   9.5600E-16  0.0607
  -2.8750E+00  -2.7500E+00   1.0672E-15  0.0433
  -2.7500E+00  -2.6250E+00   1.3250E-15  0.0614
  -2.6250E+00  -2.5000E+00   1.5078E-15  0.0647
  -2.5000E+00  -2.3750E+00   1.7266E-15  0.0685
  -2.3750E+00  -2.2500E+00   2.0099E-15  0.0753
  -2.2500E+00  -2.1250E+00   2.5338E-15  0.0388
  -2.1250E+00  -2.0000E+00   3.4350E-15  0.0416
  -2.0000E+00  -1.8750E+00   4.5973E-15  0.0396
  -1.8750E+00  -1.7500E+00   7.4115E-15  0.0334
  -1.7500E+00  -1.6250E+00   1.3620E-14  0.0271
  -1.6250E+00  -1.5000E+00   3.1065E-14  0.0159
  -1.5000E+00  -1.3750E+00   5.4652E-14  0.0109
  -1.3750E+00  -1.2500E+00   7.7004E-14  0.0098
  -1.2500E+00  -1.1250E+00   8.7313E-14  0.0078
  -1.1250E+00  -1.0000E+00   9.3129E-14  0.0128
  -1.0000E+00  -8.7500E-01   9.5276E-14  0.0108
  -8.7500E-01  -7.5000E-01   9.8292E-14  0.0083
  -7.5000E-01  -6.2500E-01   9.6804E-14  0.0077
  -6.2500E-01  -5.0000E-01   9.6503E-14  0.0110
  -5.0000E-01  -3.7500E-01   9.6494E-14  0.0120
  -3.7500E-01  -2.5000E-01   9.7070E-14  0.0067
  -2.5000E-01  -1.2500E-01   9.9717E-14  0.0073
  -1.2500E-01   0.0000E+00   9.9372E-14  0.0053
   0.0000E+00   1.2500E-01   9.8593E-14  0.0087
   1.2500E-01   2.5000E-01   9.9186E-14  0.0119
   2.5000E-01   3.7500E-01   9.8801E-14  0.0128
   3.7500E-01   5.0000E-01   9.7953E-14  0.0094
   5.0000E-01   6.2500E-01   9.6769E-14  0.0103
   6.2500E-01   7.5000E-01   9.5254E-14  0.0120
   7.5000E-01   8.7500E-01   9.4802E-14  0.0099
   8.7500E-01   1.0000E+00   9.3969E-14  0.0103
   1.0000E+00   1.1250E+00   9.1095E-14  0.0068
   1.1250E+00   1.2500E+00   8.8640E-14  0.0123
   1.2500E+00   1.3750E+00   7.6270E-14  0.0087
   1.3750E+00   1.5000E+00   5.5199E-14  0.0145
   1.5000E+00   1.6250E+00   3.2115E-14  0.0131
