[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   29.85000      # minimum value of y-mesh points
     ymax =   30.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           2.98500E+01  3.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-300.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   2.9850E+01  -   3.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   2.6152E-16  0.0936
  -4.8750E+00  -4.7500E+00   2.4171E-16  0.1141
  -4.7500E+00  -4.6250E+00   2.4981E-16  0.2106
  -4.6250E+00  -4.5000E+00   2.6556E-16  0.2966
  -4.5000E+00  -4.3750E+00   3.1299E-16  0.2085
  -4.3750E+00  -4.2500E+00   3.5962E-16  0.1541
  -4.2500E+00  -4.1250E+00   3.0256E-16  0.1145
  -4.1250E+00  -4.0000E+00   3.2078E-16  0.1780
  -4.0000E+00  -3.8750E+00   3.1791E-16  0.1728
  -3.8750E+00  -3.7500E+00   3.7616E-16  0.1563
  -3.7500E+00  -3.6250E+00   2.1101E-15  0.8208
  -3.6250E+00  -3.5000E+00   5.2734E-16  0.1697
  -3.5000E+00  -3.3750E+00   4.2437E-16  0.1386
  -3.3750E+00  -3.2500E+00   4.1811E-16  0.1478
  -3.2500E+00  -3.1250E+00   4.6199E-16  0.1587
  -3.1250E+00  -3.0000E+00   7.9970E-16  0.0843
  -3.0000E+00  -2.8750E+00   5.8506E-16  0.1134
  -2.8750E+00  -2.7500E+00   7.8556E-16  0.1079
  -2.7500E+00  -2.6250E+00   8.1386E-16  0.0995
  -2.6250E+00  -2.5000E+00   9.1836E-16  0.0539
  -2.5000E+00  -2.3750E+00   1.0684E-15  0.0859
  -2.3750E+00  -2.2500E+00   1.6471E-15  0.0636
  -2.2500E+00  -2.1250E+00   2.2338E-15  0.0548
  -2.1250E+00  -2.0000E+00   3.7181E-15  0.0483
  -2.0000E+00  -1.8750E+00   6.8981E-15  0.0553
  -1.8750E+00  -1.7500E+00   9.4108E-15  0.0333
  -1.7500E+00  -1.6250E+00   1.2127E-14  0.0296
  -1.6250E+00  -1.5000E+00   1.4876E-14  0.0727
  -1.5000E+00  -1.3750E+00   1.4090E-14  0.0270
  -1.3750E+00  -1.2500E+00   1.4679E-14  0.0217
  -1.2500E+00  -1.1250E+00   1.4469E-14  0.0195
  -1.1250E+00  -1.0000E+00   1.4503E-14  0.0353
  -1.0000E+00  -8.7500E-01   1.4998E-14  0.0274
  -8.7500E-01  -7.5000E-01   1.4953E-14  0.0159
  -7.5000E-01  -6.2500E-01   1.5065E-14  0.0305
  -6.2500E-01  -5.0000E-01   1.4641E-14  0.0259
  -5.0000E-01  -3.7500E-01   1.5707E-14  0.0290
  -3.7500E-01  -2.5000E-01   1.5211E-14  0.0145
  -2.5000E-01  -1.2500E-01   1.5201E-14  0.0137
  -1.2500E-01   0.0000E+00   1.5042E-14  0.0288
   0.0000E+00   1.2500E-01   1.5843E-14  0.0288
   1.2500E-01   2.5000E-01   1.5412E-14  0.0326
   2.5000E-01   3.7500E-01   1.5309E-14  0.0251
   3.7500E-01   5.0000E-01   1.4666E-14  0.0349
   5.0000E-01   6.2500E-01   1.4491E-14  0.0133
   6.2500E-01   7.5000E-01   1.5096E-14  0.0155
   7.5000E-01   8.7500E-01   1.5468E-14  0.0302
   8.7500E-01   1.0000E+00   1.4706E-14  0.0262
   1.0000E+00   1.1250E+00   1.4788E-14  0.0414
   1.1250E+00   1.2500E+00   1.4614E-14  0.0414
   1.2500E+00   1.3750E+00   1.4451E-14  0.0285
   1.3750E+00   1.5000E+00   1.4044E-14  0.0280
   1.5000E+00   1.6250E+00   1.3809E-14  0.0358
