[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   9.850000      # minimum value of y-mesh points
     ymax =   10.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           9.85000E+00  1.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-100.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   9.8500E+00  -   1.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   4.7149E-16  0.0852
  -4.8750E+00  -4.7500E+00   5.3433E-16  0.1080
  -4.7500E+00  -4.6250E+00   5.4314E-16  0.1349
  -4.6250E+00  -4.5000E+00   5.6048E-16  0.1063
  -4.5000E+00  -4.3750E+00   6.1707E-16  0.1067
  -4.3750E+00  -4.2500E+00   7.0814E-16  0.1057
  -4.2500E+00  -4.1250E+00   6.7398E-16  0.0607
  -4.1250E+00  -4.0000E+00   7.6208E-16  0.0846
  -4.0000E+00  -3.8750E+00   7.9898E-16  0.0524
  -3.8750E+00  -3.7500E+00   8.8990E-16  0.1184
  -3.7500E+00  -3.6250E+00   7.7238E-16  0.1004
  -3.6250E+00  -3.5000E+00   9.0148E-16  0.0623
  -3.5000E+00  -3.3750E+00   9.2394E-16  0.1019
  -3.3750E+00  -3.2500E+00   9.6521E-16  0.0748
  -3.2500E+00  -3.1250E+00   1.0102E-15  0.0931
  -3.1250E+00  -3.0000E+00   1.1621E-15  0.0952
  -3.0000E+00  -2.8750E+00   1.3554E-15  0.0648
  -2.8750E+00  -2.7500E+00   1.4348E-15  0.1054
  -2.7500E+00  -2.6250E+00   1.6865E-15  0.0735
  -2.6250E+00  -2.5000E+00   1.8570E-15  0.0673
  -2.5000E+00  -2.3750E+00   2.3170E-15  0.0530
  -2.3750E+00  -2.2500E+00   2.5134E-15  0.0712
  -2.2500E+00  -2.1250E+00   3.1980E-15  0.0469
  -2.1250E+00  -2.0000E+00   3.7237E-15  0.0457
  -2.0000E+00  -1.8750E+00   5.4068E-15  0.0281
  -1.8750E+00  -1.7500E+00   8.5434E-15  0.0358
  -1.7500E+00  -1.6250E+00   1.8718E-14  0.0140
  -1.6250E+00  -1.5000E+00   3.4302E-14  0.0145
  -1.5000E+00  -1.3750E+00   5.0043E-14  0.0175
  -1.3750E+00  -1.2500E+00   6.0170E-14  0.0169
  -1.2500E+00  -1.1250E+00   6.4863E-14  0.0141
  -1.1250E+00  -1.0000E+00   6.7169E-14  0.0074
  -1.0000E+00  -8.7500E-01   6.7448E-14  0.0098
  -8.7500E-01  -7.5000E-01   6.6695E-14  0.0103
  -7.5000E-01  -6.2500E-01   6.6744E-14  0.0107
  -6.2500E-01  -5.0000E-01   6.7844E-14  0.0089
  -5.0000E-01  -3.7500E-01   6.8009E-14  0.0070
  -3.7500E-01  -2.5000E-01   6.9435E-14  0.0116
  -2.5000E-01  -1.2500E-01   6.9808E-14  0.0141
  -1.2500E-01   0.0000E+00   6.9371E-14  0.0092
   0.0000E+00   1.2500E-01   6.8927E-14  0.0108
   1.2500E-01   2.5000E-01   6.9867E-14  0.0056
   2.5000E-01   3.7500E-01   6.8547E-14  0.0186
   3.7500E-01   5.0000E-01   6.8458E-14  0.0111
   5.0000E-01   6.2500E-01   7.0032E-14  0.0105
   6.2500E-01   7.5000E-01   6.8764E-14  0.0071
   7.5000E-01   8.7500E-01   6.7994E-14  0.0126
   8.7500E-01   1.0000E+00   6.7086E-14  0.0096
   1.0000E+00   1.1250E+00   6.5759E-14  0.0133
   1.1250E+00   1.2500E+00   6.4852E-14  0.0110
   1.2500E+00   1.3750E+00   6.0717E-14  0.0120
   1.3750E+00   1.5000E+00   4.9272E-14  0.0135
   1.5000E+00   1.6250E+00   3.3890E-14  0.0214
