[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   9.850000      # minimum value of y-mesh points
     ymax =   10.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           9.85000E+00  1.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-100.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   9.8500E+00  -   1.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   4.8158E-16  0.0566
  -4.8750E+00  -4.7500E+00   4.7901E-16  0.0471
  -4.7500E+00  -4.6250E+00   5.8600E-16  0.0651
  -4.6250E+00  -4.5000E+00   5.3891E-16  0.0491
  -4.5000E+00  -4.3750E+00   6.0693E-16  0.0550
  -4.3750E+00  -4.2500E+00   6.2630E-16  0.0512
  -4.2500E+00  -4.1250E+00   6.6024E-16  0.0524
  -4.1250E+00  -4.0000E+00   7.8754E-16  0.0495
  -4.0000E+00  -3.8750E+00   8.1437E-16  0.0437
  -3.8750E+00  -3.7500E+00   8.2280E-16  0.0443
  -3.7500E+00  -3.6250E+00   8.4261E-16  0.0374
  -3.6250E+00  -3.5000E+00   8.4196E-16  0.0489
  -3.5000E+00  -3.3750E+00   1.0107E-15  0.0367
  -3.3750E+00  -3.2500E+00   1.0141E-15  0.0461
  -3.2500E+00  -3.1250E+00   1.0530E-15  0.0339
  -3.1250E+00  -3.0000E+00   1.1811E-15  0.0397
  -3.0000E+00  -2.8750E+00   1.2375E-15  0.0458
  -2.8750E+00  -2.7500E+00   1.4548E-15  0.0363
  -2.7500E+00  -2.6250E+00   1.4389E-15  0.0415
  -2.6250E+00  -2.5000E+00   1.6687E-15  0.0245
  -2.5000E+00  -2.3750E+00   1.8799E-15  0.0364
  -2.3750E+00  -2.2500E+00   2.1486E-15  0.0306
  -2.2500E+00  -2.1250E+00   2.6878E-15  0.0280
  -2.1250E+00  -2.0000E+00   3.1060E-15  0.0291
  -2.0000E+00  -1.8750E+00   4.1841E-15  0.0245
  -1.8750E+00  -1.7500E+00   5.8917E-15  0.0176
  -1.7500E+00  -1.6250E+00   9.7666E-15  0.0161
  -1.6250E+00  -1.5000E+00   2.0831E-14  0.0119
  -1.5000E+00  -1.3750E+00   3.4970E-14  0.0084
  -1.3750E+00  -1.2500E+00   4.9633E-14  0.0093
  -1.2500E+00  -1.1250E+00   6.4147E-14  0.0069
  -1.1250E+00  -1.0000E+00   7.7824E-14  0.0066
  -1.0000E+00  -8.7500E-01   8.2455E-14  0.0057
  -8.7500E-01  -7.5000E-01   8.4860E-14  0.0063
  -7.5000E-01  -6.2500E-01   8.5667E-14  0.0058
  -6.2500E-01  -5.0000E-01   8.5553E-14  0.0070
  -5.0000E-01  -3.7500E-01   8.6831E-14  0.0045
  -3.7500E-01  -2.5000E-01   8.8189E-14  0.0067
  -2.5000E-01  -1.2500E-01   8.8074E-14  0.0057
  -1.2500E-01   0.0000E+00   8.8157E-14  0.0057
   0.0000E+00   1.2500E-01   8.8688E-14  0.0062
   1.2500E-01   2.5000E-01   8.8115E-14  0.0071
   2.5000E-01   3.7500E-01   8.7971E-14  0.0075
   3.7500E-01   5.0000E-01   8.7650E-14  0.0081
   5.0000E-01   6.2500E-01   8.7387E-14  0.0063
   6.2500E-01   7.5000E-01   8.6102E-14  0.0063
   7.5000E-01   8.7500E-01   8.4284E-14  0.0068
   8.7500E-01   1.0000E+00   8.2834E-14  0.0075
   1.0000E+00   1.1250E+00   7.7370E-14  0.0064
   1.1250E+00   1.2500E+00   6.5074E-14  0.0058
   1.2500E+00   1.3750E+00   5.0284E-14  0.0062
   1.3750E+00   1.5000E+00   3.4917E-14  0.0117
   1.5000E+00   1.6250E+00   2.0858E-14  0.0115
