[ T - Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   1.350000      # minimum value of y-mesh points
     ymax =   1.650000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =    1            # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           1.35000E+00  1.65000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -5.000000      # minimum value of z-mesh points
     zmax =   5.000000      # maximum value of z-mesh points
#    zdel =  0.1250000      # mesh width of z-mesh points
       nz =   80            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -5.00000E+00 -4.87500E+00 -4.75000E+00 -4.62500E+00 -4.50000E+00
#          -4.37500E+00 -4.25000E+00 -4.12500E+00 -4.00000E+00 -3.87500E+00
#          -3.75000E+00 -3.62500E+00 -3.50000E+00 -3.37500E+00 -3.25000E+00
#          -3.12500E+00 -3.00000E+00 -2.87500E+00 -2.75000E+00 -2.62500E+00
#          -2.50000E+00 -2.37500E+00 -2.25000E+00 -2.12500E+00 -2.00000E+00
#          -1.87500E+00 -1.75000E+00 -1.62500E+00 -1.50000E+00 -1.37500E+00
#          -1.25000E+00 -1.12500E+00 -1.00000E+00 -8.75000E-01 -7.50000E-01
#          -6.25000E-01 -5.00000E-01 -3.75000E-01 -2.50000E-01 -1.25000E-01
#           0.00000E+00  1.25000E-01  2.50000E-01  3.75000E-01  5.00000E-01
#           6.25000E-01  7.50000E-01  8.75000E-01  1.00000E+00  1.12500E+00
#           1.25000E+00  1.37500E+00  1.50000E+00  1.62500E+00  1.75000E+00
#           1.87500E+00  2.00000E+00  2.12500E+00  2.25000E+00  2.37500E+00
#           2.50000E+00  2.62500E+00  2.75000E+00  2.87500E+00  3.00000E+00
#           3.12500E+00  3.25000E+00  3.37500E+00  3.50000E+00  3.62500E+00
#           3.75000E+00  3.87500E+00  4.00000E+00  4.12500E+00  4.25000E+00
#           4.37500E+00  4.50000E+00  4.62500E+00  4.75000E+00  4.87500E+00
#           5.00000E+00
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-z-water-15.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          88 (  0)           0 (  0)          88 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   1.3500E+00  -   1.6500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l   n 
#  z-lower      z-upper      all         r.err 
  -5.0000E+00  -4.8750E+00   1.7558E-16  0.0710
  -4.8750E+00  -4.7500E+00   1.8251E-16  0.0737
  -4.7500E+00  -4.6250E+00   1.7807E-16  0.0748
  -4.6250E+00  -4.5000E+00   2.1387E-16  0.0641
  -4.5000E+00  -4.3750E+00   2.1235E-16  0.0601
  -4.3750E+00  -4.2500E+00   2.3178E-16  0.0614
  -4.2500E+00  -4.1250E+00   2.1637E-16  0.0723
  -4.1250E+00  -4.0000E+00   2.4852E-16  0.0577
  -4.0000E+00  -3.8750E+00   2.5379E-16  0.0604
  -3.8750E+00  -3.7500E+00   2.6468E-16  0.0469
  -3.7500E+00  -3.6250E+00   2.6186E-16  0.0610
  -3.6250E+00  -3.5000E+00   3.1381E-16  0.0511
  -3.5000E+00  -3.3750E+00   3.3318E-16  0.0481
  -3.3750E+00  -3.2500E+00   3.4825E-16  0.0533
  -3.2500E+00  -3.1250E+00   3.7990E-16  0.0433
  -3.1250E+00  -3.0000E+00   4.0454E-16  0.0476
  -3.0000E+00  -2.8750E+00   4.2700E-16  0.0491
  -2.8750E+00  -2.7500E+00   4.4513E-16  0.0477
  -2.7500E+00  -2.6250E+00   5.6997E-16  0.0428
  -2.6250E+00  -2.5000E+00   6.1048E-16  0.0466
  -2.5000E+00  -2.3750E+00   7.3759E-16  0.0365
  -2.3750E+00  -2.2500E+00   8.1729E-16  0.0425
  -2.2500E+00  -2.1250E+00   1.1288E-15  0.0378
  -2.1250E+00  -2.0000E+00   1.4530E-15  0.0395
  -2.0000E+00  -1.8750E+00   2.1235E-15  0.0374
  -1.8750E+00  -1.7500E+00   3.4553E-15  0.0325
  -1.7500E+00  -1.6250E+00   5.8011E-15  0.0202
  -1.6250E+00  -1.5000E+00   1.1886E-14  0.0138
  -1.5000E+00  -1.3750E+00   3.1239E-14  0.0093
  -1.3750E+00  -1.2500E+00   5.8276E-14  0.0077
  -1.2500E+00  -1.1250E+00   8.7376E-14  0.0061
  -1.1250E+00  -1.0000E+00   1.1451E-13  0.0043
  -1.0000E+00  -8.7500E-01   1.3800E-13  0.0052
  -8.7500E-01  -7.5000E-01   1.4755E-13  0.0048
  -7.5000E-01  -6.2500E-01   1.5043E-13  0.0039
  -6.2500E-01  -5.0000E-01   1.5230E-13  0.0051
  -5.0000E-01  -3.7500E-01   1.5347E-13  0.0042
  -3.7500E-01  -2.5000E-01   1.5426E-13  0.0061
  -2.5000E-01  -1.2500E-01   1.5356E-13  0.0050
  -1.2500E-01   0.0000E+00   1.5516E-13  0.0048
   0.0000E+00   1.2500E-01   1.5544E-13  0.0036
   1.2500E-01   2.5000E-01   1.5523E-13  0.0047
   2.5000E-01   3.7500E-01   1.5401E-13  0.0039
   3.7500E-01   5.0000E-01   1.5573E-13  0.0042
   5.0000E-01   6.2500E-01   1.5266E-13  0.0041
   6.2500E-01   7.5000E-01   1.5132E-13  0.0046
   7.5000E-01   8.7500E-01   1.4687E-13  0.0046
   8.7500E-01   1.0000E+00   1.3798E-13  0.0046
   1.0000E+00   1.1250E+00   1.1519E-13  0.0051
   1.1250E+00   1.2500E+00   8.6545E-14  0.0059
   1.2500E+00   1.3750E+00   5.8348E-14  0.0079
   1.3750E+00   1.5000E+00   3.1063E-14  0.0100
   1.5000E+00   1.6250E+00   1.1488E-14  0.0134
